IQ,starts_w_B
105.2563586,No
83.65183987,No
107.0406235,No
94.47180431,No
116.4911187,No
112.842358,No
109.6467276,No
79.23963108,No
72.60072515,No
102.8564686,No
102.1492451,No
92.72536032,No
96.5369085,No
90.68534091,No
139.4342253,No
110.1750992,No
112.2923575,No
83.85500802,No
110.3008155,No
119.1727005,No
113.8846496,No
99.8214629,No
116.2678893,No
99.14207209,No
72.6606989,No
82.04220742,No
129.3296329,No
111.705761,No
83.15862811,No
80.67107827,No
70.67811463,No
78.96514767,No
91.9894959,No
108.6413043,No
70.86929634,No
104.1827911,No
98.74522757,No
98.64937849,No
85.35911437,No
98.21667924,No
62.79856564,No
92.34845978,No
116.5311906,No
98.57631494,No
111.9521356,No
104.0564721,No
117.1218776,No
99.37451697,No
100.4023129,No
88.7752421,No
97.02757545,No
95.26471197,No
97.9821096,No
79.19524055,No
110.6836881,No
124.7684352,No
107.9486482,No
96.53041371,No
114.915724,No
90.79435965,No
90.09663465,No
91.37751115,No
119.0253536,No
96.91822117,No
107.2085994,No
74.10605674,No
139.4773621,No
110.4292689,No
103.8808605,No
115.819054,No
75.74189256,No
90.03004292,No
66.55132174,No
93.49832752,No
91.3667824,No
101.0392804,No
90.37849936,No
95.56123933,No
87.56798849,No
89.5591119,No
110.7292136,No
94.49094281,No
132.1662235,No
87.93247256,No
97.68907925,No
125.4797668,No
94.7006956,No
105.5750575,No
105.4738195,No
107.0400418,No
87.50700963,No
81.12263687,No
100.8134102,No
89.16435831,No
89.13414176,No
101.5915985,No
77.13102506,No
106.9775393,No
101.6740457,No
88.55177419,No
98.09355847,No
93.33958297,No
95.25682315,No
113.1645959,No
104.181019,No
120.8732773,No
106.3725714,No
100.3649893,No
102.6256458,No
109.1124588,No
98.58500395,No
91.06766442,No
77.7075155,No
111.8995189,No
80.29843225,No
107.4318658,No
97.96387623,No
91.50737211,No
128.245231,No
79.74835565,No
99.40247103,No
129.6057843,No
103.2132631,No
77.57111525,No
79.37312702,No
84.58371679,No
108.0091017,No
84.3434408,No
87.01264969,No
97.52945113,No
91.90381107,No
126.8318812,No
85.22131457,No
95.36061932,No
81.85299342,No
98.46514889,No
100.8196622,No
106.9841092,No
99.48913667,No
101.3801421,No
77.55003848,No
80.58769656,No
124.3712839,No
108.7191936,No
103.6647901,No
98.26238904,No
94.30334452,No
82.48452318,No
100.4490527,No
106.3636545,No
118.6316121,No
81.48544081,No
100.1039763,No
113.0112098,No
110.9944954,No
97.31089224,No
70.42029764,No
113.4645219,No
71.75074199,No
113.1504202,No
108.9672016,No
101.3452504,No
118.2770102,No
136.5995219,No
109.4661365,No
98.67013916,No
87.33511861,No
101.4588284,No
115.489231,No
87.52255015,No
113.8605833,No
95.89816044,No
114.2634209,No
102.5990115,No
100.747268,No
121.0240399,No
112.3603531,No
113.7614822,No
114.7896964,No
97.73379367,No
122.4214749,No
114.4147471,No
112.3180886,No
68.84553265,No
73.09554931,No
79.47811782,No
112.2886605,No
86.42201972,No
117.7853432,No
111.0086691,No
116.458404,No
63.95726407,No
85.51217556,No
109.6054703,No
80.40987606,No
85.8743752,No
79.18679559,No
98.4001093,No
84.13712739,No
86.3001732,No
105.0639826,No
89.17573853,No
117.255169,No
104.1580877,No
97.78599192,No
122.7217067,No
91.82529851,No
73.64943169,No
101.3724115,No
106.8335456,No
90.69984778,No
102.0576147,No
114.5787309,No
100.3952858,No
104.9495942,No
104.0594293,No
121.7647971,No
100.4087594,No
65.82085808,No
98.33026502,No
85.43034449,No
109.8150364,No
124.1666512,No
104.3236684,No
107.4110115,No
101.7616643,No
100.8346002,No
95.35380972,No
102.4422812,No
90.50386735,No
107.4338837,No
93.89973029,No
97.04748565,No
89.45156248,No
101.7501407,No
108.5998963,No
115.1240387,No
95.20611724,No
112.2866537,No
105.3270051,No
125.2996435,No
127.2075644,No
74.60487306,No
89.53037781,No
110.1048664,No
132.9869903,No
95.66276397,No
105.6191451,No
121.207489,No
112.699901,No
104.1323813,No
97.95291668,No
108.8474701,No
87.31563012,No
91.68163016,No
106.4959062,No
107.6762353,No
111.9311526,No
106.6608707,No
93.44308582,No
116.8917842,No
74.32990767,No
118.1324593,No
119.6479722,No
75.16427925,No
98.27486612,No
108.778743,No
118.2513466,No
93.12051731,No
77.66796874,No
127.3368187,No
95.34234479,No
117.5751148,No
110.5741741,No
79.37633895,No
106.6241187,No
103.9319019,No
108.9067816,No
122.047593,No
77.27465337,No
106.5657422,No
87.1643909,No
90.14646282,No
107.7309295,No
105.8942354,No
85.63733214,No
84.93508453,No
94.05406189,No
103.5528656,No
110.9547141,No
67.18472206,No
110.0357891,No
82.01088063,No
84.94227339,No
108.7692266,No
103.3979233,No
106.5587965,No
93.78740877,No
87.47918051,No
97.39069182,No
97.05104992,No
115.1263005,No
91.9366316,No
134.4349747,No
89.57132338,No
115.800098,No
107.0522537,No
76.047288,No
109.3534672,No
94.34532618,No
112.6393978,No
110.7342989,No
90.29480049,No
90.90683184,No
102.0023881,No
84.00125489,No
84.54589101,No
103.3479943,No
100.5042363,No
90.65776425,No
121.6332698,No
95.64775265,No
104.1479279,No
113.5102916,No
94.08271401,No
78.79511135,No
98.65437812,No
91.47269979,No
61.48786989,No
107.7081916,No
106.0236656,No
115.6022996,No
64.34199553,No
98.66648926,No
72.79198753,No
125.4457064,No
107.9430852,No
123.6872093,No
97.8422096,No
84.50815482,No
105.8627294,No
105.0194122,No
82.68154346,No
78.91515845,No
84.21241803,No
106.3633684,No
104.7982658,No
111.3060335,No
98.87180753,No
105.420231,No
75.90730721,No
93.11509847,No
97.40165455,No
113.7563216,No
113.1968394,No
124.7087333,No
110.6468458,No
87.08161125,No
80.10518599,No
103.7077182,No
93.54794024,No
105.7629192,No
98.45223737,No
120.0155946,No
110.01603,No
97.00365146,No
93.36346182,No
109.6382183,No
100.8449736,No
103.2438187,No
84.64110015,No
68.94314649,No
107.3061577,No
90.53992817,No
78.26845578,No
82.44186178,No
72.34271519,No
107.8173487,No
104.3081864,No
84.44685118,No
77.45719427,No
97.1532717,No
78.27022215,No
104.4550076,No
73.23679634,No
77.72626519,No
104.1040639,No
120.4731191,No
91.62732637,No
87.51213928,No
96.32029744,No
97.11598334,No
121.314964,No
107.191587,No
120.8676684,No
103.7570527,No
93.87034728,No
85.68888979,No
96.57449178,No
119.6203014,No
79.30380248,No
106.9044603,No
89.45423316,No
80.1842873,No
107.0815925,No
94.45403339,No
75.82825597,No
62.90401494,No
95.48078365,No
92.72240303,No
111.4316882,No
108.6442431,No
131.5580143,No
85.68139171,No
87.41708343,No
107.2144929,No
113.9428316,No
117.920057,No
118.2097491,No
108.9280643,No
103.6250753,No
114.2198668,No
86.52241939,No
85.00108224,No
115.7749524,No
107.3524677,No
92.23754502,No
83.84602523,No
99.36264317,No
103.323096,No
94.75814723,No
128.9936746,No
107.9221496,No
96.50155357,No
99.4323775,No
108.5804528,No
103.1968501,No
88.59678369,No
99.60318938,No
79.59658058,No
114.2299525,No
108.1466414,No
89.2717722,No
73.06013631,No
101.1004748,No
79.0746248,No
111.2280681,No
105.5437458,No
90.10422682,No
121.3631967,No
101.978941,No
113.2334901,No
103.8144457,No
84.54464961,No
119.7678171,No
78.81715864,No
87.52992758,No
114.7427472,No
111.5885724,No
139.4090447,No
114.8992078,No
135.8151637,No
105.2619899,No
98.38219821,No
79.7610801,No
93.68143192,No
119.6731891,No
101.7529364,No
86.85396571,No
66.49906018,No
102.2446395,No
67.92897586,No
91.24027866,No
94.04691298,No
108.0357019,No
132.2229132,No
101.873428,No
76.71022011,No
106.4329881,No
124.6120372,No
76.64190196,No
114.2659411,No
92.31794909,No
127.1400498,No
111.6984588,No
99.28095901,No
103.8757588,No
76.47120528,No
95.36572173,No
110.4471274,No
102.9787647,No
108.980618,No
109.8744945,No
98.98679466,No
84.54060133,No
68.56887615,No
79.52438942,No
102.3329844,No
110.9244427,No
134.8452446,No
84.65416903,No
101.3797546,No
109.8800821,No
91.71779124,No
134.7925688,No
96.82009298,No
101.1287853,No
96.24272397,No
79.4954272,No
103.3031653,No
125.5684214,No
79.93280031,No
91.34497779,No
105.2177032,No
101.0687684,No
93.12926111,No
77.22115254,No
129.5604965,No
119.3887405,No
86.53371698,No
98.53927122,No
98.33387661,No
89.683156,No
108.2553774,No
108.2371415,No
114.5795475,No
94.10146241,No
92.0834728,No
95.77269492,No
105.4522789,No
59.33621266,No
102.3508511,No
107.493853,No
104.7780369,No
102.7309096,No
93.16717495,No
67.52777164,No
67.22255362,No
106.0665288,No
111.9637888,No
116.4358853,No
105.6814433,No
79.06464626,No
93.63462338,No
74.77977459,No
102.7664577,No
115.2534162,No
100.3692077,No
113.0144793,No
76.1463338,No
90.92097783,No
97.34269965,No
73.42813064,No
99.14783521,No
107.4283643,No
111.5713377,No
107.1650997,No
110.5023292,No
108.1155674,No
110.5079971,No
105.123505,No
78.61128791,No
98.39359265,No
96.39570153,No
130.4953289,No
94.07279487,No
104.7867366,No
102.9633587,No
79.40968609,No
108.6255245,No
84.68162183,No
112.3301224,No
107.5911066,No
101.4487423,No
101.3812638,No
76.37024016,No
132.8465267,No
101.1621557,No
116.0749238,No
82.63463411,No
103.8236417,No
110.5876196,No
143.4775318,No
92.43198316,No
118.160578,No
90.79752473,No
114.4350568,No
94.44853074,No
104.0583416,No
101.0060503,No
86.34745617,No
78.19623172,No
136.2465752,No
133.5556094,No
96.02536347,No
98.49962648,No
83.38724326,No
120.7179407,No
82.02171453,No
87.08107558,No
118.0273645,No
93.36098766,No
111.9704289,No
84.8861775,No
125.5724002,No
90.60409672,No
100.7242911,No
108.9429302,No
96.23870091,No
93.84257613,No
106.3865922,No
107.7870041,No
68.54866215,No
104.5168516,No
71.7992966,No
128.5178543,No
84.84029997,No
105.048445,No
97.04603573,No
83.30548443,No
101.3128276,No
108.6434853,No
92.76916628,No
80.32106493,No
102.2285386,No
110.7265084,No
93.67966535,No
95.32961966,No
82.09864629,No
103.3426441,No
88.0739449,No
115.4889859,No
88.54586621,No
83.91120636,No
119.2426726,No
108.8310215,No
129.5975845,No
89.15933023,No
106.9386129,No
113.1673913,No
105.7543713,No
108.4564521,No
110.1179699,No
81.60561869,No
94.95423791,No
86.20001875,No
89.90971508,No
85.09201427,No
103.8670914,No
107.5788944,No
98.34643777,No
84.63458617,No
111.2073137,No
107.1071722,No
104.1558389,No
87.8402866,No
111.3073105,No
92.85353453,No
86.70748516,No
96.68847468,No
110.5920253,No
84.71159545,No
123.5534809,No
105.3994322,No
86.70577867,No
102.164342,No
101.7641312,No
97.75085213,No
73.9518322,No
85.681688,No
113.9833774,No
96.38477316,No
108.9646772,No
65.07279002,No
96.82735899,No
93.39104685,No
120.2868496,No
91.30722276,No
100.0398635,No
96.44426275,No
86.02979448,No
96.80132048,No
104.0169389,No
99.08293853,No
103.7151971,No
99.09919073,No
128.024489,No
79.33656576,No
100.4850084,No
129.4237496,No
85.02787209,No
91.87440057,No
101.2391408,No
126.1282168,No
120.1363007,No
70.05135383,No
79.89205966,No
87.49828563,No
99.55921714,No
102.6120109,No
128.3637186,No
86.37971979,No
116.3662882,No
94.43886419,No
81.64905069,No
107.2759789,No
98.03133361,No
126.5214672,No
96.03470379,No
86.17141678,No
104.2201927,No
109.5184622,No
112.5980627,No
83.39338931,No
99.148199,No
107.4556432,No
83.29624331,No
106.2546715,No
90.24816209,No
115.3351436,No
90.24561942,No
108.9968355,No
84.19322462,No
94.42174843,No
93.71155146,No
127.9495264,No
89.99531544,No
96.41596064,No
68.26308535,No
111.4373323,No
114.6454564,No
84.3104302,No
88.13022695,No
109.5529542,No
98.33329012,No
90.28256756,No
97.01620839,No
87.09275416,No
112.2580995,No
90.08914497,No
106.2996852,No
92.80562469,No
87.95636414,No
94.96335883,No
121.0996114,No
103.1845213,No
115.4279227,No
85.72563071,No
107.1885638,No
92.62471123,No
110.5644286,No
98.1907343,No
88.56567733,No
107.5626996,No
104.8236934,No
95.41926929,No
108.3506474,No
90.38256911,No
86.59426601,No
96.55882469,No
111.6419716,No
95.68227317,No
79.04904563,No
98.75738525,No
124.8124123,No
127.3345513,No
98.95834881,No
104.8701973,No
77.65861857,No
94.72409064,No
105.3641232,No
98.4939238,No
99.33355264,No
128.6757869,No
82.55732315,No
91.96221394,No
81.39826346,No
85.04838394,No
83.50717782,No
111.0830093,No
96.07152931,No
109.5958995,No
62.53400349,No
103.8280444,No
91.45349252,No
105.8666229,No
116.2156053,No
88.31246701,No
101.3710306,No
68.58355081,No
96.52112409,No
85.3016546,No
98.79302166,No
114.1798093,No
104.416102,No
106.2371877,No
98.94883465,No
117.2336985,No
104.4872226,No
98.21771579,No
103.1085492,No
90.15211031,No
96.28595732,No
99.08200281,No
111.5807042,No
84.65877893,No
88.7375707,No
92.31960436,No
93.60623023,No
118.9245416,No
106.2212609,No
90.09809868,No
110.3316967,No
76.61446129,No
82.64868183,No
96.70385028,No
92.43671586,No
123.9863699,No
89.34202196,No
100.7941159,No
92.29069861,No
111.6410851,No
95.58349059,No
111.0702859,No
111.4894064,No
98.74727213,No
104.9578682,No
85.54199623,No
93.05899821,No
89.50386001,No
116.9191817,No
76.37837097,No
74.36402888,No
84.99278625,No
98.14357669,No
101.1238613,No
105.7085839,No
93.79840159,No
93.05765527,No
113.7013274,No
75.92941649,No
81.48079062,No
97.61433139,No
87.47477347,No
85.44862713,No
106.9361413,No
98.09134037,No
85.75971598,No
106.55881,No
95.34778163,No
100.887543,No
98.75083946,No
106.2130907,No
107.7703001,No
100.9537898,No
105.8614453,No
85.75766309,No
81.00459255,No
105.716576,No
89.98120442,No
96.37471731,No
121.6960126,No
101.0966306,No
78.53354549,No
100.1914935,No
128.4678469,No
94.43037528,No
93.70775586,No
89.99756613,No
111.5635249,No
129.0230997,No
82.1452518,No
97.14478596,No
111.5255291,No
78.46637747,No
77.05528116,No
85.61752151,No
101.088648,No
105.4952382,No
113.4148832,No
111.4481762,No
107.3706514,No
115.2743075,No
93.00057086,No
89.26168999,No
114.2908988,No
111.5588272,No
113.9788702,No
115.9749952,No
124.1051866,No
98.06735336,No
96.00971423,No
90.22523936,No
88.30256039,No
72.75529753,No
95.4585622,No
77.84991728,No
92.4114316,No
107.8595439,No
128.894722,No
101.1167699,No
95.4147675,No
85.55838116,No
93.93660188,No
116.0195197,No
89.5327507,No
99.22340802,No
111.1131447,No
125.5307228,No
106.1837015,No
82.60757536,No
97.14548435,No
81.81007094,No
95.45793228,No
97.98663818,No
112.0437323,No
114.6030139,No
109.8205791,No
90.48944381,No
103.7990312,No
84.58893427,No
116.756353,No
68.12977789,No
85.22176476,No
108.2392895,No
93.22983792,No
102.1517038,No
98.19464934,No
120.1164621,No
119.7940368,No
97.30135184,No
89.22665873,No
108.5550285,No
105.1489684,No
118.102416,No
52.68568651,No
116.4768218,No
93.42601674,No
83.59498403,No
111.9089843,No
99.32248173,No
96.14021677,No
109.8443197,No
102.1515218,No
99.35560905,No
89.25440126,No
117.0482856,No
99.34013754,No
86.5961679,No
84.29353922,No
86.71322059,No
103.7659167,No
118.1500264,No
97.46965714,No
82.13689864,No
119.0277713,No
92.30906575,No
118.8909343,No
103.9325249,No
111.9265149,No
102.3995379,No
101.2374415,No
80.15765501,No
87.38600918,No
118.8619933,No
87.99610845,No
134.7054765,No
93.01952307,No
100.998398,No
110.8127034,No
106.0501626,No
89.54520111,No
89.29886929,No
85.16217073,No
96.22675594,No
113.0549032,No
112.5347532,No
80.19785766,No
120.2547776,No
97.48631467,No
89.21248595,No
72.73849919,No
85.35395826,No
113.8157913,No
92.28519154,No
99.48147993,No
77.63532539,No
100.3755246,No
120.6514092,No
87.2068803,No
94.56850038,No
117.9439953,No
106.5398441,No
102.3832403,No
77.72837791,No
100.4818061,No
75.58875,No
90.72186254,No
116.7884286,No
93.20407651,No
90.19464498,No
79.69884877,No
107.3749497,No
114.4888491,No
73.84263912,No
100.594747,No
112.4375668,No
95.32250279,No
92.06312026,No
104.2307952,No
119.1922696,No
94.44171008,No
86.3849244,No
111.6798627,No
129.8289722,No
70.57397614,No
96.76752258,No
94.74652841,No
94.46010852,No
115.097909,No
113.6068394,No
103.1105736,No
127.2831477,No
96.07256341,No
82.90236375,No
92.25851959,No
94.26150113,No
76.06337947,No
104.6330906,No
109.3062548,No
101.4737806,No
106.559201,No
104.5702641,No
123.3376336,No
86.38128002,No
95.75532774,No
98.7032377,No
80.55727397,No
112.6784792,No
87.14933936,No
114.2569511,No
97.4078376,No
113.772158,No
108.6482453,No
114.3166958,No
93.88055093,No
120.0539127,No
84.76348951,No
112.6011702,No
92.59085878,No
107.20797,No
115.1253687,No
99.23764546,No
104.3146649,No
81.19078725,No
87.84916434,No
92.97334518,No
111.3568642,No
118.9874227,No
117.6687774,No
104.6314804,No
113.5680035,No
106.8760842,No
105.2199291,No
93.59423685,No
78.3792422,No
91.86980167,No
95.98007956,No
67.67004529,No
106.1509805,No
95.27634726,No
95.12153691,No
98.61534702,No
129.0557964,No
98.5528428,No
127.1367383,No
104.754717,No
125.7410125,No
73.6438296,No
113.7924724,No
110.7587541,No
111.9567544,No
100.7684145,No
113.6161393,No
99.3480902,No
94.39228371,No
92.64866822,No
121.7564762,No
119.9036128,No
88.95711089,No
99.53515644,No
86.26077015,No
112.7097679,No
114.5747446,No
105.055709,No
94.05439456,No
93.6972285,No
80.76250266,No
104.645683,No
97.93644863,No
104.936591,No
107.3356787,No
106.1156231,No
94.49163153,No
97.2082582,No
104.5747886,No
109.5002257,No
103.4380392,No
84.76818891,No
85.39876627,No
62.78142753,No
118.5377236,No
101.8131305,No
80.01491801,No
108.2486224,No
90.85980677,No
122.0031635,No
98.1193778,No
84.57632042,No
91.70343716,No
96.76728286,No
76.36900418,No
106.9840292,No
112.1776685,No
77.58699078,No
118.7935976,No
85.61382453,No
99.81462162,No
124.1408822,No
73.88349748,No
102.6846786,No
92.45515025,No
117.1712402,No
76.51637106,No
103.1258176,No
112.3760012,No
94.70314736,No
55.17078079,No
113.0170442,No
94.04500814,No
117.98377,No
100.0001823,No
124.9155067,No
95.10082772,No
77.29686715,No
97.1918505,No
79.40819287,No
112.9776842,No
87.81061913,No
87.64780656,No
88.45598486,No
95.37270529,No
97.02807794,No
107.0133551,No
97.10677447,No
104.0772651,No
94.13789558,No
91.82604164,No
104.5593381,No
108.5528444,No
114.3020008,No
97.85842683,No
101.9209853,No
102.5639443,No
99.49459176,No
112.4169535,No
108.4078277,No
114.2571577,No
95.84105769,No
118.3275335,No
109.6058574,No
121.5468223,No
109.2875237,No
106.2945855,No
116.4487163,No
110.324382,No
115.3724546,No
88.5940271,No
108.0869143,No
92.12643083,No
106.0497704,No
113.5558171,No
108.1342808,No
128.097968,No
104.9940742,No
96.67103353,No
81.34895785,No
75.99469674,No
123.9282253,No
109.3994972,No
70.43623095,No
109.834389,No
95.74226759,No
87.37583299,No
107.2276659,No
106.5575896,No
106.881662,No
76.79752648,No
117.4173461,No
120.2995172,No
111.422786,No
82.4611541,No
106.8514299,No
106.1681785,No
102.1884028,No
114.0795216,No
82.9958367,No
107.2876142,No
108.4120538,No
118.3443901,No
89.8110252,No
126.6040107,No
98.59023699,No
91.31506644,No
76.72412535,No
108.8101131,No
95.9869606,No
127.5779469,No
107.6450435,No
71.67985151,No
104.1932363,No
103.4951966,No
86.2844853,No
83.4846749,No
124.7849898,No
108.1355887,No
100.5271658,No
108.1320405,No
98.84057034,No
112.9798194,No
121.6025998,No
82.95969675,No
116.284003,No
104.6165756,No
91.04620527,No
100.0903095,No
107.8639422,No
95.63117675,No
94.01757947,No
74.18829787,No
102.7524337,No
127.349275,No
80.51098351,No
96.23066413,No
101.4233302,No
95.45780806,No
109.6153091,No
104.5316807,No
105.9766932,No
77.79154506,No
85.1910019,No
111.4010392,No
101.1136133,No
76.19403938,No
92.49069305,No
102.5883593,No
111.9188714,No
125.624624,No
100.7950801,No
93.20544581,No
102.5392668,No
140.6150077,No
89.35477846,No
102.3937409,No
101.6244753,No
113.044376,No
107.6243648,No
89.44808778,No
114.7784172,No
102.7075856,No
97.40304202,No
86.41923574,No
107.4662069,No
88.9568058,No
84.89271387,No
98.39030819,No
92.77494324,No
113.4691513,No
81.03685704,No
86.51441134,No
120.0670597,No
86.53059774,No
97.64186618,No
121.9466421,No
113.0130094,No
95.05519277,No
78.71085391,No
121.9903357,No
103.217115,No
111.330817,No
80.43546117,No
87.72308777,No
85.68806114,No
87.64674563,No
111.9128393,No
103.7199238,No
87.49805669,No
97.7728048,No
63.08138301,No
109.1652116,No
75.84516396,No
101.5020197,No
126.9016713,No
87.14452566,No
113.2237983,No
91.21049043,No
125.2946828,No
103.1073191,No
117.6982603,No
102.8703407,No
84.29320384,No
100.2975872,No
107.2980049,No
102.1539425,No
118.9010057,No
105.2630751,No
92.50834559,No
95.42317545,No
98.86302279,No
139.2824318,No
98.85543692,No
98.00664241,No
100.1615132,No
108.0238747,No
92.85587676,No
114.9919422,No
104.8092675,No
88.18203264,No
100.1062867,No
126.1752922,No
114.6608384,No
95.16693558,No
111.8161204,No
105.1114251,No
84.04798916,No
102.4222133,No
95.34091637,No
89.44400696,No
122.1291585,No
115.9386821,No
124.4643504,No
101.7888591,No
42.83360554,No
95.27573609,No
105.3696285,No
112.2341316,No
107.2494459,No
104.0542357,No
88.02343706,No
82.27730046,No
86.52355191,No
99.72337816,No
79.57915145,No
71.7484988,No
96.85633738,No
93.66966399,No
77.2201801,No
104.2244037,No
103.7084598,No
116.8083267,No
103.4454239,No
104.980968,No
117.6288112,No
98.83521261,No
95.92324619,No
103.3714965,No
96.45503044,No
128.1214211,No
72.56234911,No
110.6738274,No
103.4226294,No
84.53719744,No
107.3102013,No
107.5784697,No
98.358357,No
86.71957929,No
94.86068446,No
94.16050975,No
105.2505754,No
94.6101641,No
125.3203452,No
91.78254324,No
104.2181063,No
79.09065112,No
101.8666923,No
94.13541951,No
105.8775801,No
111.8785596,No
88.11593646,No
106.2092892,No
97.88304201,No
94.54880531,No
101.877912,No
71.24291143,No
83.94313773,No
80.96855986,No
85.96673513,No
83.17684474,No
89.28955663,No
88.7759841,No
99.09471315,No
102.1271435,No
81.94896682,No
111.5797215,No
91.85793602,No
108.9824804,No
89.65214547,No
90.3258473,No
84.74679487,No
94.39781116,No
111.9423229,No
114.5594484,No
118.8360048,No
78.42518055,No
113.3008429,No
108.0942742,No
140.1292566,No
84.47693864,No
119.5949969,No
142.4386892,No
93.88209242,No
96.52974324,No
89.24279747,No
80.27858547,No
102.8839528,No
102.3643314,No
103.4366339,No
70.53567699,No
100.8111618,No
95.16592307,No
89.98431212,No
92.43390695,No
82.673237,No
114.9295583,No
77.29373495,No
84.93167526,No
105.7198812,No
82.74067131,No
123.6097782,No
104.00362,No
101.7282755,No
93.4373717,No
94.03779485,No
103.8610553,No
67.35397539,No
103.060294,No
82.41864394,No
82.61232307,No
105.2863597,No
96.12804791,No
62.15806553,No
105.3078613,No
121.7491721,No
103.7286889,No
107.7274315,No
100.2078162,No
112.0773454,No
91.88213701,No
81.22601341,No
119.9971057,No
110.4907845,No
111.515971,No
104.6338384,No
95.86963797,No
108.8506314,No
93.43912571,No
92.52299054,No
125.5050622,No
113.8802258,No
100.2514964,No
103.1085593,No
59.59878947,No
109.1767344,No
85.70055525,No
76.29058218,No
102.236928,No
108.6189742,No
91.7929333,No
92.46712009,No
108.4729371,No
111.9739848,No
111.1571515,No
84.24050084,No
90.0196712,No
130.8236582,No
114.7636346,No
109.2699157,No
102.1811206,No
84.04460138,No
82.8373029,No
88.12268262,No
101.1135372,No
115.942278,No
104.8161865,No
114.8406341,No
109.0720202,No
97.30957993,No
95.90882382,No
112.3330002,No
110.161719,No
121.5045502,No
87.26790521,No
95.97205229,No
101.800508,No
96.75748378,No
87.45499135,No
105.5386956,No
103.2941073,No
120.2774586,No
94.34079498,No
89.84188554,No
109.623049,No
100.1315242,No
99.07278062,No
89.15916998,No
116.7438631,No
90.91847678,No
98.1495572,No
73.75042587,No
114.6926682,No
102.4939248,No
110.6719843,No
85.36627019,No
88.59434634,No
78.19856428,No
123.1745331,No
84.99364965,No
90.56756084,No
103.0456787,No
87.9769793,No
97.02718013,No
111.0238579,No
104.3786419,No
109.7927039,No
80.58294367,No
92.28564658,No
86.98669189,No
106.3628422,No
92.05853583,No
113.4894561,No
95.60100687,No
93.58885784,No
109.0869846,No
86.10045534,No
102.4253035,No
103.8284989,No
130.2696268,No
95.15266824,No
96.32492486,No
110.2463914,No
94.64609576,No
94.38459523,No
98.91453775,No
115.508874,No
87.05713016,No
115.6706496,No
90.93495581,No
88.40198797,No
127.9325096,No
92.12241711,No
104.6953072,No
123.4128041,No
106.0873936,No
90.47249892,No
81.7059365,No
105.2723866,No
133.3807056,No
89.17074002,No
86.60745362,No
106.8991485,No
70.33963582,No
88.17049529,No
91.58817872,No
87.44904323,No
96.35747513,No
76.90990214,No
113.9743069,No
83.1771138,No
92.04116554,No
101.0794975,No
99.49011195,No
99.28535454,No
102.7751477,No
129.1967083,No
92.1898836,No
110.1707352,No
93.79243475,No
105.8716027,No
100.8183657,No
94.10896144,No
95.21950896,No
101.9731068,No
94.07641345,No
81.04463259,No
98.05957929,No
122.3384992,No
121.8176959,No
114.8309805,No
103.8891317,No
104.527779,No
89.28163224,No
99.31959294,No
73.64270292,No
93.83004004,No
71.54334834,No
125.6396354,No
100.8475107,No
88.00991846,No
91.34196971,No
105.0334564,No
100.3932683,No
110.8698817,No
96.52258931,No
106.5293718,No
111.8587961,No
78.96771393,No
122.4168383,No
77.06863299,No
105.5350247,No
79.02687201,No
87.09376088,No
92.54061428,No
90.8524693,No
91.35355642,No
123.7197686,No
111.1294454,No
101.9172227,No
108.1101382,No
84.30691093,No
101.7931664,No
103.7101329,No
89.33379308,No
92.75729472,No
85.76192884,No
102.6046953,No
97.02007678,No
85.31993171,No
109.6666343,No
89.62025913,No
116.8561339,No
109.462219,No
96.42731273,No
101.5054742,No
95.84532416,No
116.4734811,No
101.4853252,No
122.1880173,No
93.93449933,No
91.52351453,No
121.7044589,No
97.08204773,No
90.31858774,No
95.09273079,No
74.94251192,No
106.1271518,No
88.98581004,No
94.90841009,No
94.15003292,No
122.7279409,No
77.38829667,No
134.2782818,No
103.6324948,No
111.5624639,No
86.6999826,No
98.17090584,No
81.98640358,No
103.025078,No
89.50872903,No
80.71759613,No
97.1956979,No
117.8864039,No
91.78220413,No
115.8535558,No
94.67883128,No
100.4576158,No
113.3826285,No
83.77826971,No
99.36067389,No
80.12521797,No
101.5525091,No
110.3877684,No
102.444959,No
106.6589637,No
81.51592867,No
108.2741683,No
95.29561944,No
108.4746893,No
102.2293755,No
107.9764308,No
106.461567,No
113.0607539,No
124.1728485,No
99.51844656,No
99.26649246,No
102.3943154,No
89.80309896,No
78.23159993,No
107.2958398,No
78.82508267,No
107.7866864,No
83.45820667,No
89.25046451,No
92.26151271,No
123.8767964,No
102.2498747,No
86.36581507,No
85.38346464,No
109.6725953,No
88.56598022,No
95.51405769,No
91.16373162,No
102.8690397,No
115.7260137,No
109.6852631,No
94.88261805,No
128.3180099,No
98.7434379,No
113.7002075,No
89.65336354,No
99.24948406,No
88.09608011,No
120.7373569,No
107.9372654,No
95.02653454,No
95.02572396,No
101.3512586,No
70.14707311,No
90.21842798,No
93.69448606,No
121.9587331,No
94.31316902,No
103.8302478,No
97.75504506,No
89.01368791,No
94.47522294,No
117.2788062,No
105.0965963,No
95.91472932,No
94.33118358,No
100.0471152,No
65.18133968,No
122.9254856,No
100.817603,No
71.67881398,No
104.5016911,No
92.05745091,No
93.90208539,No
119.0943852,No
72.23299539,No
87.39421019,No
92.52576127,No
99.54037838,No
86.96223488,No
106.8295432,No
85.43507148,No
66.86076906,No
117.149056,No
96.15634666,No
91.09450958,No
