"artist_name","track_id","track_name","acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","mode","speechiness","tempo","valence","popularity","time_signature_4"
"Black V Neck","2OrBdWEM7McRe55kIgdWzY","Let Me Smash - Tim Baresko Remix",0.000801,0.803,214980,0.733,0.571,0.154,-8.523,1,0.0428,125.012,0.308,10,TRUE
"Blackberry Smoke","3XKz1tk4IdJ7hPmNqgndaZ","Best Seat in the House",0.00387,0.457,263029,0.919,0.0219,0.378,-3.393,1,0.0431,121.874,0.447,29,TRUE
"Blackboxx","5nvZfWfMA8kYI77ztZGxtD","Province",0.564,0.741,217959,0.63,0.00456,0.101,-10.423,0,0.0361,97.991,0.197,27,TRUE
"Blackwater Holylight","4vJJoUX820Spi2xQXpj7VH","Babies",0.0853,0.484,317023,0.609,0.685,0.142,-5.759,1,0.0286,90.988,0.0483,20,TRUE
"Blackwater Holylight","5VXh3VPjBP1XFfTlecS59u","Carry Her",0.00521,0.544,283993,0.594,0.902,0.138,-5.481,0,0.0363,125.022,0.324,15,TRUE
"Blake","2DDdeDGxhflEYOlLX7yaeS","Headfirst",0.0305,0.903,176000,0.601,0,0.14,-7.277,1,0.364,119.946,0.632,45,TRUE
"Blake McGrath","1oocBc90lYbAAKiu48RCdi","Closure",0.802,0.541,242572,0.388,0,0.122,-7.486,1,0.03,121.565,0.288,35,TRUE
"Blake Rules","3ZU9GQMKIGCMhauyjhTBaL","I Want to Give You the Sun",0.53,0.624,214622,0.477,0.000462,0.12,-12.857,1,0.449,170.018,0.271,3,TRUE
"Blake Rules","69PjapWkMp0MBMI51qfguT","Dancing Is Fun",0.456,0.91,106025,0.624,2.78e-06,0.512,-9.217,1,0.281,99.54,0.773,15,TRUE
"Blake Rules","74vXy3yK20bkDlaP3FaWo9","Dreams",0.331,0.789,183158,0.735,0.00203,0.0811,-7.557,0,0.108,152.035,0.69,14,TRUE
"Blakey","6gPTlMJWFcjmY6FGjRWwYK","Prism of Love (Piano Acoustic)",0.937,0.593,185865,0.259,0,0.112,-9.229,1,0.0401,133.088,0.267,15,TRUE
"Blanck Mass","2zyjUhnoYhWRYCW1sr7nob","Odd Scene",3.85e-05,0.166,321354,0.932,0.845,0.114,-6.455,1,0.0998,185.695,0.0427,19,TRUE
"Blanco","0zlzQ0uBGtwIl33EzVdRsY","Late Night",0.144,0.813,262322,0.472,0,0.176,-7.11,1,0.0633,140.014,0.558,9,TRUE
"Blanko Basnet","72O1G33C6ngC3kONeNgh2G","Minnow",0.384,0.582,210750,0.675,0.0593,0.224,-7.966,1,0.0299,94.977,0.603,13,FALSE
"BlastBlicka","5imkazn0Fh69gDWFpXjrqu","Don't Worry",0.0321,0.634,168020,0.598,0,0.264,-8.892,1,0.564,85.067,0.52,20,TRUE
"Blasterjaxx","02tWtFE40Y11M4jDpr4DQT","1 Second",0.00172,0.604,179077,0.993,0.0731,0.28,-2.934,0,0.0904,130.026,0.169,45,TRUE
"Blasterjaxx","0oHO4SzupiDdp9OU1hu8AK","Phoenix",0.00108,0.602,203437,0.901,0.45,0.144,-5.144,0,0.0412,128.063,0.0376,45,TRUE
"Blastrolabe","3AZdcjwG02j3mbk9eta3WQ","Faithful Seas",4.95e-05,0.506,99018,0.804,0.935,0.395,-7.732,1,0.0278,102.47,0.445,24,TRUE
"Blastrolabe","12L4PhLH04EoDxuBIAdMj4","Guerilla Belief",0.000305,0.637,111035,0.842,0.954,0.271,-7.449,0,0.0284,97.659,0.492,24,TRUE
"Bleach Baby","5EJeERR7AC6cAqoo66rljE","Turn Around",0.054,0.764,251855,0.837,0.000151,0.202,-4.526,0,0.122,123.935,0.359,38,TRUE
"Bleachers","0pIM7qcu5cOjqwFEFqbVn1","Alfie's Song (Not So Typical Love Song)",0.044,0.629,181093,0.877,0,0.345,-5.902,1,0.0826,142.006,0.966,49,TRUE
"Bleed From Within","3bOuBs9h8j2G1Gi9i9yy3b","I am Oblivion, Pt. II",0.0023,0.215,238680,0.981,0,0.0718,-4.071,1,0.185,182.652,0.2,30,FALSE
"Bleed From Within","0FoCRV1mjhaLqABjg0bQvF","Afterlife",0.000393,0.301,268373,0.993,0,0.0389,-3.855,1,0.244,151.226,0.242,20,TRUE
"blessthefall","1orifsegyPLhtgz3qgP55r","Feeling Low",3.53e-05,0.423,214293,0.95,4.21e-06,0.387,-4.568,1,0.0768,145.049,0.234,42,TRUE
"blessthefall","6SSk3j5wLPtehBA6HmfWwj","Melodramatic",0.000154,0.189,181200,0.963,0,0.343,-4.277,0,0.244,150.002,0.289,43,TRUE
"BlocBoy JB","0cuHABjDuu0R79HxTz7s2l","Wait",0.424,0.473,117172,0.847,0,0.13,-3.192,0,0.364,140.257,0.868,37,TRUE
"BlocBoy JB","5q993Wctj7uUYPeh6op77e","Bloc",0.00127,0.828,125538,0.429,0,0.101,-9.065,1,0.314,129.938,0.225,50,TRUE
"Block B","67eVFCTgkALJoVCD0skDk3","My Zone",0.01,0.76,176797,0.813,0,0.121,-4.837,1,0.0613,113.945,0.666,29,TRUE
"Blood Orange","2QLNDKL7hZyh2OZ8UL9WrV","Hope",0.411,0.413,239768,0.227,0,0.0912,-10.871,1,0.0756,86.35,0.354,59,TRUE
"Bloodboy","5SlielvFYjODWhQTcdWzXM","Sex Crime",0.0567,0.615,215019,0.848,0,0.0537,-7.475,1,0.0292,112.046,0.64,18,TRUE
"Bloodline","4vehr9ztYDzMeG61rhJMfG","No Way Out",2.08e-05,0.488,220098,0.955,2.43e-06,0.901,-5.545,0,0.0795,102.522,0.173,15,TRUE
"Bloodlines","5Kso5HjOwncnes2jnPT78P","I'm Breaking Up",0.00257,0.277,166394,0.858,0.000111,0.0577,-3.477,0,0.0642,154.418,0.499,5,TRUE
"Blossoms","5pVbLYTdihSKd8Kylfhwa7","There's A Reason Why (I Never Returned Your Calls)",0.0166,0.493,222489,0.882,2.97e-06,0.188,-5.37,1,0.046,123.985,0.685,63,TRUE
"Blu","4ndHKJscEIx79QfkZVACcE","End of the World (Remix)",0.152,0.474,189017,0.912,5.45e-05,0.118,-5.56,0,0.37,72.157,0.764,10,FALSE
"Blu","6aTwfs1R8IBGk9cLmliErN","THE COLO(U)R BLACK (feat. Xiomara)",0.163,0.635,205994,0.881,0,0.258,-4.295,1,0.273,95.023,0.608,9,TRUE
"Blu","0uX4arCf8SOfC34oE14wL8","MY FAV COLO(U)R",0.498,0.509,191546,0.802,3.11e-05,0.104,-3.913,1,0.29,177.771,0.736,23,TRUE
"BLU J","18oqU9Estv0h5BLFHPxmRO","Trails",0.0202,0.583,262320,0.846,3.97e-05,0.14,-5.755,0,0.0584,96.964,0.352,33,TRUE
"Bludlo","5BncY5RgiIMPbAsjpUkhbQ","Feel",0.0163,0.682,194043,0.454,0.873,0.106,-13.88,0,0.0778,188.06,0.798,26,TRUE
"Blue Americans","60cZGFB21AqiuvMkkU92IS","Free Champagne",0.525,0.39,174375,0.269,0.0144,0.133,-13.925,0,0.0628,128.185,0.25,38,TRUE
"BLUE ENCOUNT","7cbUM8KEX8UaGuBMH8RI3C","Compass",8.35e-05,0.402,217733,0.95,0,0.111,-2.683,1,0.0759,97.431,0.394,31,TRUE
"BLUE ENCOUNT","34BDZhZ0G9COGpYegBVaU8","Tomose",0.0143,0.351,185640,0.823,0,0.255,-3.252,1,0.0818,179.998,0.405,32,TRUE
"Blue jay","5HjSALaAOBl0y9BlT75khP","All My Life",0.223,0.58,168729,0.363,0,0.0914,-11.147,1,0.0305,113.82,0.596,14,TRUE
"Blue Lab Beats","716rQWD3sJdVmJi6tPa6aw","Say Yes",0.0441,0.781,210693,0.539,0,0.155,-6.272,0,0.0822,109.993,0.315,30,TRUE
"Blue Water Highway","6XOyGeNIozL0LQNogVPgLm","Best Friend",0.0059,0.495,232276,0.893,0,0.0845,-4.945,1,0.071,90.035,0.637,8,TRUE
"Blues Saraceno","1KfXxs62GPIeWWbkS8fxzU","Evil Got a Hold on Me",0.0463,0.521,190507,0.491,0.854,0.169,-8.921,0,0.0342,72.035,0.257,33,TRUE
"Blues Saraceno","292EjqsJ1c8uIaMLDQtV5f","Good Man Down",0.00268,0.509,230016,0.812,0.0822,0.156,-8.496,1,0.0542,155.99,0.155,30,TRUE
"Blues Saraceno","4RAFnbqXmGnwpa8HURJGYH","The Devil Never Sleeps",0.0422,0.506,191632,0.608,0.687,0.0975,-8.381,1,0.0289,78.199,0.408,33,TRUE
"BLUFF CITY","09y7dfPNmATFyDAYJaJqQB","Let Me Show You",0.26,0.681,224893,0.621,0,0.167,-6.304,0,0.0511,119.845,0.438,28,TRUE
"BluntOne","35eAzAd0g3Yr4UVP3Ho2td","Peacefruit",0.589,0.757,49796,0.386,0.621,0.109,-7.386,1,0.17,78.014,0.875,29,TRUE
"BluntOne","3DYLtjV9XAyeQfSI8ZENNp","Equilibrium",0.119,0.817,123051,0.617,0.409,0.146,-8.862,0,0.0663,82.053,0.466,29,TRUE
"BluntOne","48U713JHdi8HX20J44pJDW","Bok Globule",0.0653,0.75,126635,0.275,0.896,0.106,-8.574,0,0.0564,160.074,0.441,39,TRUE
"Bluum","5fi32sTcXTUj7jEXhT10Ee","Glide (ABGT272)",4.31e-06,0.536,253279,0.778,0.498,0.133,-9.831,1,0.0356,122.002,0.201,31,TRUE
"Blvck Cheeto","06QTrPrAx7m3TenEV90tXU","Now or L8tr",0.571,0.741,158452,0.758,0,0.311,-6.246,1,0.0887,130.086,0.317,7,TRUE
"Bo Johnson","165xCtToX8pIICz0RbIzYZ","I'm Moving On - Bo Johnson & Cloz3rs Remix",0.00328,0.522,310505,0.91,0.00443,0.108,-4.844,1,0.0841,125.99,0.0451,1,TRUE
"BoA","5K7gKm344eKOkDPHQPKAzd","RECOLLECTION",0.0665,0.716,218487,0.801,0,0.348,-3.22,1,0.0389,110.965,0.489,37,TRUE
"BoA","0IA6Fw1ZeVMNqW60NwlxTu","Mannish Chocolat",0.101,0.737,198667,0.911,5.51e-06,0.469,-1.746,1,0.0449,124.019,0.685,32,TRUE
"BoA","31z5Bp5H951CGMr1JiOQ09","Where am I now",0.372,0.709,213347,0.912,0,0.315,-3.079,0,0.0382,105.005,0.733,29,TRUE
"Bob Dylan","3Rua6P68657IZDABJ28Dr1","Shelter from the Storm - Take 1",0.343,0.456,361787,0.396,0.000152,0.129,-13.387,1,0.0361,108.229,0.74,47,TRUE
"Bob Moses","4pjP1IGE3JC0jDvgPkHHcg","Heaven Only Knows",0.0015,0.56,262427,0.55,4.26e-06,0.321,-5.875,1,0.0287,106.993,0.0776,49,TRUE
"Bob Zeeta","11QlMm5DcyvyT0zUTYYY0W","I WANTS TO LOVE",0.0522,0.716,108000,0.767,0.919,0.0845,-6.935,1,0.0575,89.994,0.881,63,TRUE
"Bobby Bucher","2joXTEHoeauWoQq5veVGES","Yayo",0.111,0.814,210560,0.461,7.06e-06,0.112,-9.825,1,0.0556,136.994,0.184,7,TRUE
"Bobby Green","0FrzNZQO2Vy2DlExCYibnP","Warrior",0.428,0.811,206400,0.646,0,0.12,-5.128,0,0.0422,100.031,0.601,20,TRUE
"Bobby V.","06FpwvX10sQBeZC5a04H9w","Obsessed",0.216,0.741,257507,0.649,5.9e-05,0.333,-7.018,1,0.0635,94.024,0.552,21,TRUE
"Bobby V.","2l8vPGoE3gPmdHYMiX398s","Thrilla",0.169,0.799,264387,0.624,0,0.905,-7.45,0,0.0526,112.011,0.321,17,TRUE
"Bodega Bamz","6qjPMO45R9ZmV4o3PUOj5f","Mad",0.181,0.752,268380,0.646,0,0.0959,-8.59,1,0.208,80.034,0.539,17,TRUE
"Bodega Bamz","2nq8GdqueSTB0QUFu5Fr6N","Diddy Bop",0.254,0.637,174014,0.806,0,0.655,-9.709,0,0.323,95.05,0.344,7,TRUE
"Bodega Bamz","1MfwDzAR2kpEBd7UVg6mqI","Jefe",0.501,0.597,235000,0.838,0,0.25,-6.625,0,0.378,120.392,0.39,18,TRUE
"Boe God","3Pkk4nkBp8p4b8q0FLh06W","Time In",0.943,0.927,332312,0.0449,0.931,0.105,-17.633,1,0.592,129.996,0.965,3,TRUE
"Boe God","3QOzlXGldNy2oO5yIhNcde","Sooth",0.0681,0.731,209115,0.149,0.752,0.0881,-15.527,0,0.119,101.025,0.534,3,TRUE
"Boe God","4ijeVD6NzeW7lZL9ocml4G","Dbz",0.0368,0.778,202359,0.0355,0.898,0.11,-20.053,0,0.31,101.991,0.738,6,TRUE
"Boe God","7qNZxS9C1OaGlsP5dXxXXc","Rockstar",0.458,0.838,205978,0.353,0.886,0.106,-11.026,1,0.121,100.979,0.528,6,TRUE
"boerd","2seRMxEVZjxPPRTrPBs3Bg","Lid",0.958,0.319,150358,0.0669,0.763,0.348,-25.727,1,0.0397,106.794,0.122,14,FALSE
"Bohnes","6jr9wTiouNbeN4hrBvVgoa","Better Than Me",0.572,0.478,230211,0.384,0,0.12,-7.938,1,0.0329,149.844,0.336,41,TRUE
"Bohnes","2xi3V7smtGtaZzwNpSlWgB","Zombie Love",0.117,0.596,218369,0.689,0,0.543,-3.58,0,0.0482,72.026,0.701,45,TRUE
"Bojac","5nIJoGjfUOOQxQZvVbxbrQ","Boom Boom Boom Boom Boom",0.0013,0.825,153000,0.649,0.8,0.443,-13.954,1,0.134,120.022,0.499,18,TRUE
"Bokki","22ECnbNX6WlUzr7gZelnlW","Headache",0.897,0.409,146938,0.24,0.803,0.889,-16.824,1,0.0572,118.909,0.0387,54,TRUE
"Bokoesam","1nnwkz3ys30jARrBiL1Xpj","Rennen Voor Lof",0.234,0.808,152711,0.677,0.000124,0.101,-6.71,1,0.231,83.016,0.936,34,TRUE
"Bolier","0bsEC7UG5TQdaa0ZaWfGlD","Keep This Fire Burning",0.0987,0.585,162033,0.87,0,0.104,-4.08,0,0.0469,123.958,0.305,62,TRUE
"Bomba Estéreo","4FJB9ZcIZDwVE7JL1YNMQW","Fuego - Live Extended Version",0.0934,0.624,491281,0.848,0.00305,0.93,-6.362,0,0.0488,99.991,0.0769,26,TRUE
"Bombasticop","7bRKOd8TiQHXKOlvnPdyZ5","Asthma",0.023,0.801,144405,0.555,0.936,0.169,-8.993,0,0.0578,122.95,0.678,14,TRUE
"Bon Jovi","0CcndW9nWYAgr73IHQmBZC","The Devil's In The Temple",0.0151,0.441,197907,0.545,0,0.0678,-4.328,0,0.0739,147.001,0.26,41,TRUE
"Bonafide Suspects","3IMeGeV9ls6L43MWVIsjFs","Hater, Do Ya Job",0.0581,0.842,192693,0.834,0,0.151,-6.06,1,0.274,94.95,0.703,18,TRUE
"Bonafide Suspects","46NmQpXZ6nOo3QiGfafdWb","Jockin' My Fresh",9.03e-05,0.691,203521,0.413,0.786,0.364,-20.309,1,0.255,167.993,0.588,21,TRUE
"Bonafide Suspects","5JpE1UeekmIaBTGHBCEAkQ","Master Got Me Workin",0.82,0.413,123639,0.243,0,0.794,-20.449,1,0.0761,120.758,0.622,22,TRUE
"Boncana Maïga","3Pbh2oXkNcnUsE0aiNChZ0","Koyma Hondo",0.2,0.692,240400,0.737,0.217,0.312,-7.883,0,0.0479,105.66,0.962,2,TRUE
"Bone Thugs-N-Harmony","70uzSBasKY4CTYDcj3ZBzs","Tha Crossroads",0.0889,0.682,223733,0.479,0,0.22,-8.461,1,0.0566,144.283,0.535,41,TRUE
"BONES","1pSVBKd2DaNFB6sivczAou","ThisGameIsRigged",0.905,0.233,114048,0.178,0.45,0.115,-17.889,1,0.0354,78.549,0.122,45,FALSE
"BONES","2NqT772Av8nQYlhufquaLf","ShameOnMe МнеСтыдно",0.503,0.72,116500,0.34,0.323,0.0912,-15.233,1,0.0573,117.922,0.0356,38,TRUE
"BONES","5OXiivIOthGLwiDLXVHjGl","Heathen (feat. Eddy Baker)",0.469,0.526,132000,0.557,0.268,0.0848,-10.96,0,0.0448,173.922,0.0894,47,TRUE
"BONES","6pqM5NegffCKH2opNy4TnV","RightClickSaveIt",0.0629,0.887,116064,0.284,0.125,0.0932,-14.847,0,0.119,110.181,0.0983,43,TRUE
"Bonnie McKee","5YaV62mxj62GSlXvwzgG3J","Mad Mad World",0.0704,0.614,205033,0.766,0,0.0953,-4.118,0,0.15,99.952,0.706,28,TRUE
"Bonny Doon","1bp62uAn4ETZHpMaY7W7Un","Saw a Light",0.612,0.496,328899,0.288,0.788,0.104,-12.526,1,0.0347,117.59,0.195,31,TRUE
"Boosie Badazz","3gwSMo80DE8zonZITiIhdU","2 Much",0.00116,0.793,211379,0.672,0,0.341,-11.293,1,0.0623,86.012,0.778,36,TRUE
"Boosie Badazz","5N3rROeKWGe12aI1d57a6F","Devil in My Bedroom",0.3,0.438,274312,0.671,0,0.0866,-8.25,1,0.167,174.639,0.683,36,FALSE
"Boote","3wM8bDZuUSktYcqkmZh5EN","Bonsai",0.26,0.593,152114,0.68,0.933,0.14,-10.435,0,0.0587,180.029,0.702,19,TRUE
"Bootleg Rascal","2u8tzEn4JPtpeRv1FX7tOr","Tracks (Back To You)",0.0484,0.696,251021,0.736,0.00108,0.08,-5.243,0,0.0324,140.047,0.493,33,TRUE
"Booze & Glory","557J2ROudBOFaVDfinm0qx","London Skinhead Crew Jamaican Version (feat. Vespa & the Londonians)",0.000614,0.633,188755,0.663,0,0.214,-6.018,1,0.0437,127.03,0.772,28,TRUE
"Borgore","7bxdtI2jQXSv5SROSsDSke","Jimmy's Rage",0.000705,0.444,211200,0.926,0.0159,0.153,-0.762,1,0.3,72.041,0.314,33,TRUE
"Borgore","6snTBYueohABGZe6rvcoY4","Reasons",0.0608,0.64,180874,0.972,0.000298,0.0965,0.038,1,0.23,149.987,0.69,36,TRUE
"Borgore","4wysKuyN4GHPTRtOsbD981","Are You Sure Now?",0.0147,0.497,184552,0.99,0,0.326,0.594,0,0.374,145.045,0.165,52,TRUE
"Born Dirty","21WTf3eJdCluFaEBmlg0lB","Face",0.00481,0.774,175748,0.809,1.7e-05,0.0833,-7.43,1,0.245,127.01,0.446,22,TRUE
"Born Ruffians","2LHIMLsmQctpCEASz3kBj6","Love Too Soon",0.56,0.457,161962,0.252,0.124,0.106,-8.901,1,0.028,78.118,0.0384,33,TRUE
"BØRNS","0G4pUsKa2CbhpyBlM5QPXK","Bye-bye Darling",0.823,0.278,299025,0.506,0.399,0.674,-6.354,1,0.0338,146.659,0.152,43,TRUE
"BØRNS","6Ov2pt0TfDeSdNHfdlcKpq","Second Night Of Summer",0.187,0.637,204263,0.514,0.00336,0.117,-7.375,1,0.0455,153.97,0.556,47,TRUE
"Borojó","2vTo4MT3luS2MuLPaJoEWr","El Pum Pum",0.193,0.782,200412,0.592,0,0.329,-7.401,0,0.243,97.019,0.283,21,TRUE
"Bosq","4CwqvUmzMXByGLCartPgwr","Com Força",0.00741,0.734,293026,0.661,0.751,0.0485,-11.333,1,0.0448,122.974,0.959,24,TRUE
"BoTalks","42fH74Hpl87RtckErSASCP","Weekend",0.0597,0.647,206471,0.788,0,0.247,-5.936,1,0.0617,102.081,0.607,32,TRUE
"BOULEVARD DEPO","3VVZHjWFgiCOCJiJs0qzld","NBA",0.789,0.57,145455,0.474,0.00104,0.112,-7.936,1,0.0405,132.002,0.0373,19,TRUE
"Bousmara Division N°1","2OFJ16OaIoPBYMG6zQC8f1","Vizine (Freestyle)",0.343,0.568,237297,0.602,0,0.251,-6.676,0,0.492,119.99,0.52,47,TRUE
"Bousmara Division N°1","3JxPFhAhQaDZ7gvGzENP5J","I Kill People (Freestyle)",0.0156,0.886,233771,0.455,8.18e-06,0.087,-12.293,1,0.312,154.965,0.762,63,TRUE
"Boy In Space","0YWEkbBu0xE9QqnZ9TlJ4Q","Goodbye",0.0215,0.823,208375,0.604,0,0.0842,-6.158,0,0.0357,120.084,0.861,48,TRUE
"Boyce Avenue","6ogfi6UNvd8Dsv68D0z0iM","What Lovers Do",0.819,0.779,195598,0.364,0,0.134,-7.848,1,0.0635,110.06,0.5,42,TRUE
"Boyce Avenue","2hrBtEhXVzJOiw6AQTYLru","Bitter Sweet Symphony",0.817,0.512,240483,0.341,0.00548,0.116,-8.399,1,0.036,175.895,0.335,38,TRUE
"Boyce Avenue","2XwC0lvqhYPjlQoGjPYkFj","Time After Time (feat. Megan Davies & Jaclyn Davies)",0.746,0.313,222250,0.321,0,0.0948,-8.713,1,0.0352,53.845,0.244,9,TRUE
"BOYINSPACE","12miCAp5tiW06VGUUd8zng","feelings",0.636,0.678,235147,0.392,1.08e-05,0.0942,-10.756,1,0.109,97.998,0.249,6,TRUE
"Boys Age","6uznxMhFGiZ3v9GjXeVJfb","Celestian",0.0972,0.649,158337,0.671,0.866,0.0961,-5.271,1,0.0252,106.019,0.694,15,TRUE
"Boys Noize","5ZdzGOe92NIYnZGlhQn3Xh","Nightmehr",0.00641,0.552,390343,0.829,0.653,0.0817,-6.359,1,0.0451,124.762,0.0357,25,TRUE
"Boys Noize","2KHWN4JHxToxe7kVrmY1xs","S&H Disco",0.00448,0.805,258744,0.949,0.851,0.0928,-8.76,1,0.0389,128.01,0.963,30,TRUE
"Boys Republic","3d1DFAqhpm4kFYf5F1ZYC1","Rattled",0.429,0.55,239520,0.681,0,0.105,-4.636,1,0.0426,83.982,0.288,58,TRUE
"Braaten","7I3NnAXa8eyBL2zToskhc5","Drunk & High",0.372,0.593,224609,0.573,0.000712,0.102,-10.326,0,0.035,96.002,0.119,44,TRUE
"Brad Mehldau","1fR8P1VGAMiA6LKUMJyhRY","After Bach: Dream",0.978,0.395,469907,0.136,0.925,0.0747,-20.136,1,0.0516,104.927,0.0395,25,TRUE
"Brad Paisley","5GX8tkDLPgNOtpY9JqdO1X","Dang Me",0.115,0.678,118107,0.712,4.73e-06,0.102,-5.569,1,0.0836,93.803,0.748,34,TRUE
"Bradlea Roi","3KD3Oah6oWNjU1Y3yMjwmK","In the Darkness",0.181,0.745,213760,0.639,3.74e-05,0.0833,-7.205,0,0.0325,94.012,0.792,1,TRUE
"Bradley Bridges","3B8wUGOUN5InQQcYGYbpm1","Jesus Is King",0.00477,0.563,197573,0.726,0,0.167,-5.644,0,0.0306,75.998,0.668,19,TRUE
"BrandedBracnh","0wZ0lmjvGXOa6O6kvcHSgV","Catch You Slipping",0.000213,0.581,96784,0.717,0.938,0.189,-6.615,1,0.0274,129.967,0.286,6,TRUE
"Brandon Campbell","0a3yeFEKdj5XWzTJDFcYXc","Can You See Him?",0.783,0.2,139533,0.302,0.713,0.104,-12.059,1,0.0446,62.656,0.0341,17,FALSE
"Brandon Campbell","7bLUwdrcZHUbcxwBjKGnFU","Sleepless Night",0.79,0.158,159173,0.187,0.866,0.127,-21.471,1,0.0441,72.367,0.0298,18,TRUE
"Brandon Jenkins","1sp0eKBgmmQ0JfPhJ4JRWT","Fade to Black",0.518,0.55,246486,0.343,0.000147,0.112,-12.278,1,0.0407,143.894,0.352,13,TRUE
"Brandon Lay","7DDrhI4zOUzQ5HM3RV40qW","Speakers, Bleachers And Preachers",0.313,0.606,193028,0.623,0,0.137,-6.531,1,0.0268,96.058,0.63,14,TRUE
"Brandon Rose","461bHWvNwm6ogFJmwPDVWu","Street Scholar",0.28,0.468,191914,0.877,1.43e-05,0.102,-4.996,1,0.401,174.164,0.402,10,TRUE
"Brandon Victor Dixon","4pa1ClfPDPJC2PentQPsiF","What's The Buzz / Strange Thing Mystifying",0.221,0.579,262947,0.735,0,0.753,-10.246,1,0.15,105.252,0.361,31,TRUE
"Brandt Orange","0j9U4kbeDlULvhw56CvfAx","Hands",0.723,0.435,284870,0.398,0,0.193,-8.77,1,0.0385,111.993,0.289,42,TRUE
"Brave the Royals","2jXRhh1OKL88fbIioz3fNV","Outsiders",0.00192,0.545,196074,0.742,0.000297,0.106,-7.551,0,0.0349,131.972,0.588,3,TRUE
"BRÅVES","7ummMoKtsPtEcKJJlkj6wA","Hunger",0.539,0.735,249545,0.312,0.0177,0.135,-10.595,1,0.0852,89.996,0.528,28,TRUE
"Braxton Burks","110om8Isdq60OmjytTOY3W","Ending Theme",0.9,0.205,187328,0.246,0.459,0.149,-13.101,1,0.0359,62.075,0.136,24,TRUE
"Braxton Burks","7sXHbtjr13zC0tLXBRk4s3","A Tale of Three Beasts III. Encounter",0.253,0.531,132779,0.516,0.436,0.108,-12.943,0,0.0479,95.057,0.487,24,TRUE
"Braxton Burks","4bWsYglt2plGzuJyBv0plz","The Burned Tower",0.815,0.12,198464,0.126,0.119,0.0699,-18.606,0,0.0353,95.185,0.0532,24,FALSE
"Braxton Burks","1hUTvugtulJUEDX40smFSo","Lake of Rage",0.868,0.205,142549,0.146,0.801,0.37,-18.09,1,0.0333,82.355,0.069,23,FALSE
"Braxton Burks","1CohQTzwLuzuWMPmRY1inp","Battle! Wild Pokémon (Johto Version)",0.688,0.354,149568,0.441,0.781,0.514,-11.473,1,0.0397,82.834,0.269,26,TRUE
"Braxton Cook","13VudlLrxh1DtqMF4qKr1J","Pariah",0.623,0.32,303578,0.5,0.86,0.109,-11.123,0,0.0295,94.028,0.112,17,TRUE
"Braxton Cook","0yMTg0TZlWRfaycfG2mKZK","Pariah (Kiefer Remix)",0.409,0.371,174243,0.525,0.782,0.259,-9.935,0,0.0327,107.968,0.204,40,TRUE
"Brayd3n","49aw7nnEdT25qHgGnywpwZ","Losing Interest",0.405,0.819,174367,0.185,0.193,0.0804,-22.024,1,0.0717,94.993,0.614,21,TRUE
"Brazilian Girls","5XqDlsbgcumOPFafQYdxNu","Karaköy",0.431,0.785,224440,0.433,0.000221,0.091,-8.135,0,0.033,100.026,0.449,29,FALSE
"BRE-Z","1pkwmkiFGnh3fdwMgljOrC","Best of Me (feat. Lil Mo)",0.0591,0.796,210078,0.671,0,0.0593,-8.03,1,0.12,96.003,0.354,16,TRUE
"Bread Doe","7Ap7DysZtlSAq9C8lecrkp","Come Thru",0.355,0.73,212571,0.461,0.00014,0.141,-12.989,0,0.0414,139.975,0.268,25,TRUE
"Break Amends","5QitqdnGikuhEtsgR95KgB","Back to You",0.0101,0.78,183429,0.941,0.933,0.167,-12.927,1,0.0574,140.019,0.0364,11,TRUE
"Break Science","5quVbvSBPwottbtneACtdQ","Guiding Light",0.00139,0.492,200663,0.684,0.751,0.18,-5.161,0,0.0337,146.089,0.502,27,TRUE
"Breakfast","3VpCfVwKHWPA8uvl2hEZVf","The Sunlight",0.00157,0.468,225882,0.868,0.945,0.109,-10.053,1,0.0321,135.991,0.0326,19,TRUE
"Breakfast Cactus","1c2Jbh9qBGZVeQ5NZ55Dag","Jyväskylä",0.42,0.315,31205,0.567,0.0104,0.163,-8.758,1,0.0352,100.384,0.839,36,TRUE
"Breakfast Cactus","6h5I6kswkTcctzSW9ZJYZ8","Zollikofen",0.818,0.553,35556,0.296,0.184,0.105,-13.928,1,0.0952,72.16,0.266,25,TRUE
"Breaking Benjamin","6ZfPmIbwzz6fopTNwAJTPs","Red Cold River",0.000248,0.376,200907,0.967,2.64e-06,0.0575,-3.277,0,0.166,91.582,0.226,64,TRUE
"Breakup Shoes","5UlbbpsLhTG0mNheAeiP9o","Platonic Cuddling",0.214,0.396,269603,0.509,0.482,0.283,-10.203,1,0.0293,145.046,0.329,22,TRUE
"Brennan Heart","24F3ihRNv4jXnDmyLcndv7","Coming Back To You",0.103,0.545,230400,0.697,0,0.0835,-2.842,0,0.0342,149.996,0.241,47,TRUE
"Brennan Savage","1xlaWUPFucajS03TqeMXPA","Catastrophe",0.0983,0.38,207853,0.351,6.07e-06,0.104,-11.457,1,0.0417,79.841,0.0765,45,FALSE
"Brenton Brown","4Du1XIDjPR3weRyHzys5gt","Soul on Fire",0.0316,0.599,195180,0.718,0.188,0.0734,-9.52,1,0.0301,105.013,0.507,14,TRUE
