"expedition_id","member_id","peak_id","peak_name","year","season","sex","age","citizenship","expedition_role","hired","highpoint_metres","success","solo","oxygen_used","died","death_cause","death_height_metres","injured","injury_type","injury_height_metres","count","height_metres","first_ascent_year"
"KANG81101","KANG81101-17","KANG","Kangchenjunga",1981,"Spring","M",28,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,25,8586,1955
"KANG81101","KANG81101-18","KANG","Kangchenjunga",1981,"Spring","M",31,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,25,8586,1955
"KANG81101","KANG81101-19","KANG","Kangchenjunga",1981,"Spring","M",34,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,25,8586,1955
"KANG81101","KANG81101-20","KANG","Kangchenjunga",1981,"Spring","M",34,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,25,8586,1955
"KANG81101","KANG81101-21","KANG","Kangchenjunga",1981,"Spring","M",31,"Japan","Climber",FALSE,8586,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,25,8586,1955
"KANG81101","KANG81101-01","KANG","Kangchenjunga",1981,"Spring","M",37,"Japan","Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,25,8586,1955
"KANG81101","KANG81101-22","KANG","Kangchenjunga",1981,"Spring","M",31,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,25,8586,1955
"KANG81101","KANG81101-23","KANG","Kangchenjunga",1981,"Spring","M",24,"Nepal","H-A Worker",TRUE,8586,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,25,8586,1955
"KANG94301","KANG94301-03","KANG","Kangchenjunga",1994,"Autumn","M",22,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-04","KANG","Kangchenjunga",1994,"Autumn","M",24,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-02","KANG","Kangchenjunga",1994,"Autumn","M",28,"S Korea","Climbing Leader",FALSE,6800,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-05","KANG","Kangchenjunga",1994,"Autumn","M",26,"S Korea","Climber",FALSE,6800,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-06","KANG","Kangchenjunga",1994,"Autumn","M",42,"S Korea","Exp Doctor",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-07","KANG","Kangchenjunga",1994,"Autumn","M",24,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-08","KANG","Kangchenjunga",1994,"Autumn","M",24,"S Korea","Climber",FALSE,6800,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-09","KANG","Kangchenjunga",1994,"Autumn","M",26,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-10","KANG","Kangchenjunga",1994,"Autumn","M",25,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-11","KANG","Kangchenjunga",1994,"Autumn","M",28,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-01","KANG","Kangchenjunga",1994,"Autumn","M",39,"S Korea","Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"KANG94301","KANG94301-12","KANG","Kangchenjunga",1994,"Autumn","M",30,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,8586,1955
"LANG84101","LANG84101-02","LANG","Langtang Lirung",1984,"Spring","M",35,"Canada","Support",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,7227,1978
"LANG84101","LANG84101-03","LANG","Langtang Lirung",1984,"Spring","M",25,"Canada","Climber",FALSE,6250,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,"Illness (non-AMS)",6250,8,7227,1978
"LANG84101","LANG84101-04","LANG","Langtang Lirung",1984,"Spring","M",23,"Canada","Climber",FALSE,6250,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,"AMS",6250,8,7227,1978
"LANG84101","LANG84101-05","LANG","Langtang Lirung",1984,"Spring","M",38,"Canada","Climber",FALSE,6250,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,7227,1978
"LANG84101","LANG84101-06","LANG","Langtang Lirung",1984,"Spring","M",25,"Canada","Support",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,7227,1978
"LANG84101","LANG84101-01","LANG","Langtang Lirung",1984,"Spring","M",28,"Canada","Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,7227,1978
"LANG84101","LANG84101-07","LANG","Langtang Lirung",1984,"Spring","M",36,"Canada","Climber",FALSE,6340,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,7227,1978
"LANG84101","LANG84101-08","LANG","Langtang Lirung",1984,"Spring","M",33,"Canada","Climber",FALSE,6340,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,7227,1978
"LSHR90301","LSHR90301-02","LSHR","Lhotse Shar",1990,"Autumn","M",36,"Spain","Climber",FALSE,8382,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8382,1970
"LSHR90301","LSHR90301-03","LSHR","Lhotse Shar",1990,"Autumn","M",29,"Spain","Exp Doctor",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8382,1970
"LSHR90301","LSHR90301-01","LSHR","Lhotse Shar",1990,"Autumn","F",33,"Spain","Leader",FALSE,7500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8382,1970
"LSHR90301","LSHR90301-04","LSHR","Lhotse Shar",1990,"Autumn","M",26,"Spain","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8382,1970
"LSHR90301","LSHR90301-05","LSHR","Lhotse Shar",1990,"Autumn","M",43,"Spain","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8382,1970
"LSHR90301","LSHR90301-06","LSHR","Lhotse Shar",1990,"Autumn","M",40,"Spain","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8382,1970
"LSHR90301","LSHR90301-07","LSHR","Lhotse Shar",1990,"Autumn","M",27,"Spain","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8382,1970
"LSHR90301","LSHR90301-08","LSHR","Lhotse Shar",1990,"Autumn","M",29,"Spain","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8382,1970
"LSHR90301","LSHR90301-09","LSHR","Lhotse Shar",1990,"Autumn","M",32,"Spain","Climber",FALSE,8382,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8382,1970
"MAKA90306","MAKA90306-03","MAKA","Makalu",1990,"Autumn","M",34,"USA","Climber",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-04","MAKA","Makalu",1990,"Autumn","M",35,"USA","Climber",FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-05","MAKA","Makalu",1990,"Autumn","M",40,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-06","MAKA","Makalu",1990,"Autumn","M",31,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-07","MAKA","Makalu",1990,"Autumn","M",29,"USA","Climber",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-08","MAKA","Makalu",1990,"Autumn","M",24,"Canada","Climber",FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-09","MAKA","Makalu",1990,"Autumn","M",37,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-10","MAKA","Makalu",1990,"Autumn","M",34,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-11","MAKA","Makalu",1990,"Autumn","M",26,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-01","MAKA","Makalu",1990,"Autumn","M",37,"USA","Leader",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MAKA90306","MAKA90306-02","MAKA","Makalu",1990,"Autumn","F",35,"USA","Deputy Leader",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,8485,1955
"MANA80101","MANA80101-03","MANA","Manaslu",1980,"Spring","M",29,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8163,1956
"MANA80101","MANA80101-01","MANA","Manaslu",1980,"Spring","M",34,"S Korea","Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8163,1956
"MANA80101","MANA80101-04","MANA","Manaslu",1980,"Spring","M",24,"S Korea","Climber",FALSE,7430,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8163,1956
"MANA80101","MANA80101-02","MANA","Manaslu",1980,"Spring","M",32,"S Korea","Deputy Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8163,1956
"MANA80101","MANA80101-05","MANA","Manaslu",1980,"Spring","M",26,"S Korea","Climber",FALSE,8163,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8163,1956
"MANA80101","MANA80101-06","MANA","Manaslu",1980,"Spring","M",26,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8163,1956
"MANA80101","MANA80101-07","MANA","Manaslu",1980,"Spring","M",27,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,8163,1956
"MANA82401","MANA82401-02","MANA","Manaslu",1982,"Winter","M",44,"Japan","Climber",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8163,1956
"MANA82401","MANA82401-03","MANA","Manaslu",1982,"Winter","M",24,"Japan","Climber",FALSE,7700,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,10,8163,1956
"MANA82401","MANA82401-04","MANA","Manaslu",1982,"Winter","M",30,"Japan","Climber",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8163,1956
"MANA82401","MANA82401-05","MANA","Manaslu",1982,"Winter","M",36,"Japan","BC Manager",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8163,1956
"MANA82401","MANA82401-06","MANA","Manaslu",1982,"Winter","M",24,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8163,1956
"MANA82401","MANA82401-07","MANA","Manaslu",1982,"Winter","M",27,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8163,1956
"MANA82401","MANA82401-08","MANA","Manaslu",1982,"Winter","M",32,"Japan","Climber",FALSE,7700,FALSE,FALSE,TRUE,TRUE,"Fall",7550,FALSE,NA,NA,10,8163,1956
"MANA82401","MANA82401-09","MANA","Manaslu",1982,"Winter","M",39,"Japan","Climber",FALSE,7150,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8163,1956
"MANA82401","MANA82401-10","MANA","Manaslu",1982,"Winter","M",30,"Japan","Climber",FALSE,7700,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,10,8163,1956
"MANA82401","MANA82401-01","MANA","Manaslu",1982,"Winter","M",32,"Japan","Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8163,1956
"MANA84101","MANA84101-05","MANA","Manaslu",1984,"Spring","M",43,"W Germany","Climber",FALSE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8163,1956
"MANA84101","MANA84101-01","MANA","Manaslu",1984,"Spring","M",44,"W Germany","Leader",FALSE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8163,1956
"MANA84101","MANA84101-06","MANA","Manaslu",1984,"Spring","M",51,"W Germany","Climber",FALSE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8163,1956
"MANA84101","MANA84101-02","MANA","Manaslu",1984,"Spring","M",50,"W Germany","Climber",FALSE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8163,1956
"MANA84101","MANA84101-04","MANA","Manaslu",1984,"Spring","M",35,"W Germany","Exp Doctor",FALSE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8163,1956
"MANA84101","MANA84101-03","MANA","Manaslu",1984,"Spring","M",23,"Switzerland","Climber",FALSE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8163,1956
"MANA84101","MANA84101-07","MANA","Manaslu",1984,"Spring","M",37,"Nepal","H-A Worker",TRUE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8163,1956
"MANA84101","MANA84101-08","MANA","Manaslu",1984,"Spring","M",29,"Nepal","H-A Worker",TRUE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8163,1956
"MANA91301","MANA91301-02","MANA","Manaslu",1991,"Autumn","M",24,"Spain","Climber",FALSE,7900,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,8163,1956
"MANA91301","MANA91301-03","MANA","Manaslu",1991,"Autumn","M",24,"Spain","Climber",FALSE,7900,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,8163,1956
"MANA91301","MANA91301-01","MANA","Manaslu",1991,"Autumn","M",34,"Spain","Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,8163,1956
"MANA91301","MANA91301-04","MANA","Manaslu",1991,"Autumn","M",31,"Spain","Exp Doctor",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,8163,1956
"MANA91301","MANA91301-05","MANA","Manaslu",1991,"Autumn","M",32,"Spain","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,8163,1956
"MANA91301","MANA91301-06","MANA","Manaslu",1991,"Autumn","M",28,"Spain","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,8163,1956
"MANA91301","MANA91301-07","MANA","Manaslu",1991,"Autumn","M",29,"Spain","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,8163,1956
"MANA97301","MANA97301-02","MANA","Manaslu",1997,"Autumn","M",42,"Switzerland","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-03","MANA","Manaslu",1997,"Autumn","M",49,"Switzerland","Climber",FALSE,7200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-04","MANA","Manaslu",1997,"Autumn","M",39,"Liechtenstein","Climber",FALSE,7200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-05","MANA","Manaslu",1997,"Autumn","M",49,"Germany","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-01","MANA","Manaslu",1997,"Autumn","M",42,"Switzerland","Leader",FALSE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-06","MANA","Manaslu",1997,"Autumn","M",43,"Switzerland","Climber",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-07","MANA","Manaslu",1997,"Autumn","M",26,"Switzerland","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-08","MANA","Manaslu",1997,"Autumn","F",34,"Switzerland","Climber",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-09","MANA","Manaslu",1997,"Autumn","M",43,"Switzerland","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-10","MANA","Manaslu",1997,"Autumn","M",37,"Ecuador","Climber",FALSE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-11","MANA","Manaslu",1997,"Autumn","M",46,"Switzerland","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-12","MANA","Manaslu",1997,"Autumn","M",38,"Nepal","H-A Worker",TRUE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"MANA97301","MANA97301-13","MANA","Manaslu",1997,"Autumn","M",35,"Nepal","H-A Worker",TRUE,8163,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,13,8163,1956
"NAMP79101","NAMP79101-02","NAMP","Nampa",1979,"Spring","F",26,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,6729,1972
"NAMP79101","NAMP79101-03","NAMP","Nampa",1979,"Spring","F",25,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,6729,1972
"NAMP79101","NAMP79101-01","NAMP","Nampa",1979,"Spring","M",30,"USA","Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,6729,1972
"NAMP79101","NAMP79101-04","NAMP","Nampa",1979,"Spring","M",39,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,6729,1972
"NAMP79101","NAMP79101-05","NAMP","Nampa",1979,"Spring","M",31,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,6729,1972
"NAMP79101","NAMP79101-06","NAMP","Nampa",1979,"Spring","M",39,"USA","Exp Doctor",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,6729,1972
"NAMP79101","NAMP79101-07","NAMP","Nampa",1979,"Spring","M",26,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,6729,1972
"NAMP79101","NAMP79101-08","NAMP","Nampa",1979,"Spring","M",28,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,6729,1972
"NAMP79101","NAMP79101-09","NAMP","Nampa",1979,"Spring","M",32,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,"Other",NA,9,6729,1972
"NEMJ83101","NEMJ83101-04","NEMJ","Nemjung",1983,"Spring","M",29,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-05","NEMJ","Nemjung",1983,"Spring","M",26,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-06","NEMJ","Nemjung",1983,"Spring","M",30,"Japan","Climber",FALSE,6500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-07","NEMJ","Nemjung",1983,"Spring","M",27,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-08","NEMJ","Nemjung",1983,"Spring","M",24,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-09","NEMJ","Nemjung",1983,"Spring","M",30,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-10","NEMJ","Nemjung",1983,"Spring","M",32,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-11","NEMJ","Nemjung",1983,"Spring","M",27,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-12","NEMJ","Nemjung",1983,"Spring","M",38,"Japan","Exp Doctor",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-02","NEMJ","Nemjung",1983,"Spring","M",35,"Japan","Deputy Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-03","NEMJ","Nemjung",1983,"Spring","M",34,"Japan","Climbing Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-13","NEMJ","Nemjung",1983,"Spring","M",28,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-14","NEMJ","Nemjung",1983,"Spring","M",28,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-15","NEMJ","Nemjung",1983,"Spring","M",22,"Japan","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-01","NEMJ","Nemjung",1983,"Spring","M",58,"Japan","Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-18","NEMJ","Nemjung",1983,"Spring","M",32,"Nepal","H-A Worker",TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-17","NEMJ","Nemjung",1983,"Spring","M",30,"Nepal","H-A Worker",TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NEMJ83101","NEMJ83101-16","NEMJ","Nemjung",1983,"Spring","M",31,"Nepal","H-A Worker",TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,18,7140,1983
"NILC79101","NILC79101-01","NILC","Nilgiri Central",1979,"Spring","M",44,"Japan","Leader",FALSE,6940,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,6940,1979
"NILC79101","NILC79101-02","NILC","Nilgiri Central",1979,"Spring","M",23,"Japan","Climber",FALSE,6940,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,6940,1979
"NILC79101","NILC79101-03","NILC","Nilgiri Central",1979,"Spring","M",29,"Japan","Exp Doctor",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,6940,1979
"NILC79101","NILC79101-04","NILC","Nilgiri Central",1979,"Spring","M",28,"Japan","Climber",FALSE,6940,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,6940,1979
"NILC79101","NILC79101-06","NILC","Nilgiri Central",1979,"Spring","M",22,"Japan","Climber",FALSE,6940,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,6940,1979
"NILC79101","NILC79101-07","NILC","Nilgiri Central",1979,"Spring","M",29,"Japan","Climber",FALSE,6940,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,6940,1979
"OHMI89101","OHMI89101-02","OHMI","Ohmi Kangri",1989,"Spring","M",27,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,6839,1985
"OHMI89101","OHMI89101-03","OHMI","Ohmi Kangri",1989,"Spring","M",26,"USA","Climber",FALSE,6839,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,6839,1985
"OHMI89101","OHMI89101-04","OHMI","Ohmi Kangri",1989,"Spring","F",22,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,6839,1985
"OHMI89101","OHMI89101-06","OHMI","Ohmi Kangri",1989,"Spring","M",23,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,6839,1985
"OHMI89101","OHMI89101-05","OHMI","Ohmi Kangri",1989,"Spring","F",45,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,6839,1985
"OHMI89101","OHMI89101-07","OHMI","Ohmi Kangri",1989,"Spring","M",49,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,6839,1985
"OHMI89101","OHMI89101-08","OHMI","Ohmi Kangri",1989,"Spring","F",51,"USA","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,6839,1985
"OHMI89101","OHMI89101-01","OHMI","Ohmi Kangri",1989,"Spring","M",47,"USA","Leader",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,6839,1985
