id,name,mobility,state,population,urban,seg_racial,seg_income,seg_poverty,seg_affluenc e,commute,income,gini,share_01,gini_99,middle_class,local_tax_rate,local_gov_spending,progressivity,eitc,school_spending,student_teacher_ratio,test_scores,hs_dropout,colleges,tuition,graduation,labor_force_participation,manufacturing,chinese_imports,teenage_labor,migration_in,migration_out,foreign_born,social_capital,religious,violent_crime,single_mothers,divorced,married,longitude,latitude
26105,Polk,0.087136932,MO,12442,0,0.171,0.009,0.003,0.002,0.405,28324,0.312,6.607,0.246,0.583,0.013,1509,0,0,5.69,13.6,-3.398,-0.026,NA,NA,NA,0.59,0.25,0.028,0.004,0.008,0.012,0.036,0.206,0.47,0.001,0.167,0.102,0.61,-92.866539,40.38930511
26106,Centerville,0.146718144,IA,29873,0,0.031,0.008,0.01,0.004,0.517,30736,0.333,8.216,0.251,0.638,0.022,1997,2.86,3.714,6.671,13.2,4.502,-0.015,NA,NA,NA,0.598,0.185,0.832,0.005,0.008,0.009,0.008,0.926,0.434,0.001,0.173,0.095,0.608,-93.18882751,40.80517197
26107,Kirksville,0.113438048,MO,38491,0,0.047,0.031,0.035,0.025,0.575,26767,0.433,11.805,0.315,0.565,0.016,1337,0,0,5.052,14.7,5.694,0.002,0.026,3680,0.346,0.618,0.117,3.354,0.005,0.007,0.012,0.014,0.836,0.466,0.001,0.168,0.078,0.506,-92.50550079,40.35305405
26201,Bismarck,0.186741367,ND,114739,1,0.079,0.038,0.031,0.047,0.541,35396,0.333,12.604,0.207,0.612,0.019,2035,3.44,0,4.835,18.3,5.047,-0.017,0.026,3665,-0.083,0.694,0.048,0.06,0.006,0.017,0.012,0.013,2.551,0.814,0,0.167,0.081,0.596,-101.2413788,46.9527359
26202,East Grant UT,NA,ND,2841,0,0.005,0.009,0.003,0.006,0.552,30352,0.202,NA,NA,NA,0.023,1741,3.44,0,6.846,11.3,NA,NA,NA,NA,NA,0.546,0.03,0.072,NA,NA,NA,0.016,0.463,0.854,0,0.091,0.048,0.651,-101.6012039,46.17450333
26203,Linton,0.298913032,ND,10029,0,0.009,0.002,0.001,0.002,0.646,34910,0.261,4.489,0.216,0.623,0.022,1456,3.44,0,5.665,13.9,13.552,-0.043,NA,NA,NA,0.541,0.027,0.064,0.005,0,0.012,0.006,2.661,1.024,0,0.086,0.04,0.655,-100.1607513,46.31258011
26204,Steele,NA,ND,2753,0,0.013,0.001,0,0,0.54,29680,0.277,NA,NA,NA,0.023,1649,3.44,0,7.049,12.2,NA,NA,NA,NA,NA,0.55,0.031,0,NA,0.008,0.014,0.008,2.25,0.802,0,0.089,0.048,0.625,-99.84822083,46.95105362
26301,Devils Lake,0.096474953,ND,22745,0,0.452,0.027,0.025,0.022,0.627,32687,0.336,5.591,0.28,0.603,0.023,1716,3.44,0,5.558,14.8,0.439,-0.006,0.088,1628,0.013,0.613,0.06,0.712,0.006,0.004,0.013,0.012,2.389,0.881,0,0.21,0.081,0.547,-98.72877502,48.07733154
26302,Carrington,0.333333343,ND,6516,0,0.044,0.006,0.011,0.004,0.656,36561,0.321,7.593,0.245,0.682,0.023,1576,3.44,0,4.748,16,6.691,-0.041,NA,NA,NA,0.615,0.112,0.076,0.007,0.004,0.01,0.01,2.557,0.881,0,0.133,0.056,0.63,-98.86683655,47.59697723
26303,Turtle Mountain UT,0.082554519,ND,16550,0,0.46,0.018,0.028,0.006,0.574,25045,0.394,7.113,0.323,0.475,0.016,1726,3.44,0,6.415,12.6,-16.988,0.048,0.06,1344,-0.175,0.58,0.064,3.066,0.005,0.008,0.014,0.012,0.425,1.019,0,0.332,0.097,0.478,-99.52817535,48.65229416
26304,Minot,0.224178404,ND,74541,0,0.088,0.03,0.035,0.026,0.606,31149,0.322,8.634,0.235,0.678,0.018,1625,3.44,0,4.748,16.5,8.783,-0.027,0.027,2021,-0.034,0.668,0.032,0.09,0.006,0.015,0.024,0.019,1.237,0.614,0,0.156,0.079,0.591,-101.1829376,48.44352341
26305,Rugby,0.219101131,ND,11487,0,0.019,0.014,0.005,0.02,0.665,33947,0.369,10.406,0.265,0.647,0.022,1410,3.44,0,5.253,13.7,12.369,-0.029,NA,NA,NA,0.56,0.032,0.021,0.007,0.002,0.008,0.01,2.379,0.838,0,0.139,0.061,0.63,-99.93865204,47.84067535
26401,Ekalaka,0.229729727,SD,2713,0,0.015,0.003,0.004,0,0.665,25283,0.225,NA,NA,NA,0.055,2352,0,0,5.864,11.5,NA,NA,NA,NA,NA,0.692,0.007,0.011,NA,NA,NA,0.008,1.967,0.508,0,0.111,0.074,0.653,-104.3988113,45.6770401
26402,Baker,0.212765962,MT,2837,0,0,0,0,0,0.713,30325,0.267,NA,NA,NA,0.041,4110,0,0,7.306,12.8,NA,NA,NA,NA,NA,0.665,0.007,0.004,NA,NA,NA,0.01,1.605,0.866,0.002,0.109,0.072,0.651,-104.4404221,46.33258438
26403,Bowman,0.469696969,ND,4009,0,0.015,0.006,0.007,0.002,0.648,34194,0.297,NA,NA,NA,0.02,1820,3.44,0,5.772,12.2,NA,NA,NA,NA,NA,0.665,0.03,0.1,NA,0,0.004,0.004,2.46,0.893,0,0.082,0.065,0.648,-103.4252625,46.33992767
26404,Lemmon,0.357142866,ND,8671,0,0.042,0.001,0,0,0.704,34793,0.31,8.435,0.226,0.673,0.028,1943,3.44,0,6.404,13.4,17.086,-0.036,NA,NA,NA,0.599,0.054,0.593,0.007,0,0.008,0.01,3.161,0.887,0,0.12,0.056,0.633,-102.4201126,45.96557999
26405,Scobey,NA,MT,2017,0,0.007,0.012,0.01,0.012,0.71,32705,0.262,NA,NA,NA,0.033,3841,0,0,8.514,11.8,NA,NA,NA,NA,NA,0.567,0.005,0.005,NA,NA,NA,0.048,2.841,1.308,0.001,0.15,0.085,0.601,-105.5998383,48.78023529
26406,Wolf Point,0.094188377,MT,12597,0,0.3,0.014,0.014,0.009,0.7,24254,0.33,5.489,0.275,0.527,0.032,2392,0,0,7.014,14.1,-10.316,0.038,0.079,1200,-0.234,0.626,0.016,2.831,0.005,0.005,0.007,0.008,0.364,0.793,0,0.261,0.106,0.516,-105.2777939,47.97356415
26407,Plentywood,0.318181813,MT,4105,0,0.014,0.004,0.005,0.002,0.681,33727,0.263,NA,NA,NA,0.028,2408,0,0,7.281,13,NA,NA,NA,NA,NA,0.59,0.028,0,NA,0,0.007,0.018,1.27,0.758,0.001,0.095,0.068,0.607,-104.6538086,48.64743423
26408,Glasgow,0.166064978,MT,12276,0,0.213,0.021,0.022,0.014,0.697,31217,0.318,4.758,0.271,0.609,0.037,6900,0,0,7.491,13.6,9.237,-0.028,NA,NA,NA,0.618,0.014,0.082,0.006,0.005,0.01,0.011,1.564,0.597,0.001,0.165,0.074,0.613,-107.2980347,47.95127106
26409,Glendive,0.266666681,MT,12051,0,0.012,0.004,0.005,0.004,0.735,29215,0.26,4.291,0.217,0.688,0.028,2130,0,0,5.793,14.5,11.656,-0.026,0.083,1236,0.08,0.623,0.009,0.018,0.007,0.003,0.009,0.01,1.751,0.542,0.001,0.143,0.085,0.606,-104.5802383,47.0760231
26410,Dickinson,0.329207927,ND,27124,0,0.219,0.016,0.009,0.019,0.659,29909,0.312,8.093,0.231,0.664,0.019,1600,3.44,0,5.08,18.1,10.289,-0.027,0.037,1982,-0.06,0.662,0.082,0.259,0.006,0.01,0.014,0.008,1.261,0.836,0,0.154,0.072,0.598,-102.6135406,47.3269577
26411,Sidney,0.250569463,ND,22035,0,0.481,0.009,0.005,0.007,0.637,30292,0.296,5.407,0.242,0.667,0.023,2385,3.44,0,6.291,14.4,5.512,-0.019,0.045,1920,-0.185,0.62,0.042,0.16,0.006,0.01,0.017,0.014,1.421,0.658,0.001,0.181,0.081,0.593,-103.9324951,47.97699356
26412,Williston,0.338308454,ND,24286,0,0.092,0.014,0.015,0.012,0.702,32277,0.321,7.252,0.248,0.654,0.019,1957,3.44,0,5.093,16.1,9.652,-0.034,0.041,1592,-0.005,0.643,0.033,0.047,0.006,0.01,0.011,0.013,1.353,0.828,0,0.187,0.09,0.584,-103.3398666,48.25440979
26501,Brookings,0.166666672,SD,40630,0,0.126,0.012,0.017,0.007,0.64,30234,0.317,9.071,0.226,0.67,0.029,2273,0,0,4.768,15.5,12.972,-0.022,0.025,1933,0.127,0.72,0.196,1.104,0.007,0.017,0.017,0.019,1.262,0.663,0,0.151,0.063,0.525,-97.04569244,44.25271225
26502,Madison,0.184357539,SD,14160,0,0.017,0.022,0.018,0.023,0.632,30819,0.323,9.604,0.227,0.686,0.027,2611,0,0,4.547,17.2,13.99,-0.024,0.071,1935,-0.016,0.67,0.167,0.198,0.006,0.014,0.019,0.008,2.281,0.725,0,0.139,0.068,0.564,-97.35136414,44.00357819
26503,Sioux Falls,0.118633144,SD,200630,1,0.082,0.076,0.063,0.087,0.439,36624,0.387,13.17,0.256,0.599,0.028,1707,0,0,5.132,17.3,-0.6,-0.004,0.04,5666,0.023,0.742,0.119,0.492,0.007,0.026,0.019,0.034,1.629,0.643,0.001,0.181,0.089,0.563,-96.86399841,43.24443817
26504,Watertown,0.143529415,SD,40078,0,0.028,0.023,0.02,0.023,0.595,35143,0.33,7.69,0.253,0.683,0.027,2099,0,0,4.92,17.4,14.26,-0.013,0.025,1980,0.376,0.693,0.199,1.113,0.007,0.012,0.015,0.011,1.789,0.826,0.001,0.144,0.071,0.611,-97.20510864,44.77415466
26601,Milbank,0.170212761,MN,17801,0,0.07,0.005,0.003,0.003,0.65,34361,0.31,6.661,0.243,0.686,0.025,5010,2.5,17.286,6.052,15.6,11.685,-0.033,NA,NA,NA,0.596,0.078,0.258,0.007,0.004,0.006,0.01,2.339,1.004,0.001,0.119,0.057,0.635,-96.50798798,45.44738388
26602,Sisseton,0.107066378,SD,20859,0,0.263,0.011,0.016,0.004,0.563,30613,0.292,4.579,0.246,0.616,0.026,1563,0,0,5.094,13.9,4.794,-0.006,0.048,NA,-0.158,0.6,0.099,0.75,0.006,0.008,0.009,0.007,2.331,0.831,0.001,0.171,0.078,0.579,-97.11304474,45.51088333
26603,East Corson UT,0.070028015,SD,8225,1,0.234,0.014,0.011,0.012,0.505,17401,0.457,14.908,0.307,0.465,0.017,1539,0,0,6.853,12.3,-22.102,0.099,0.243,17000,-0.229,0.546,0.016,0,0.006,0.009,0.016,0.005,-0.244,0.693,0,0.344,0.105,0.405,-101.020462,46.02724457
26604,Mobridge,0.111111112,SD,7756,0,0.141,0.003,0.004,0.003,0.708,31322,0.272,4.955,0.222,0.663,0.027,1702,0,0,5.09,15.5,19.04,-0.01,NA,NA,NA,0.593,0.029,0,0.007,0.005,0.006,0.005,2.379,0.834,0.001,0.189,0.083,0.579,-100.2668533,45.62107849
26605,Aberdeen,0.199268743,SD,52825,0,0.049,0.025,0.027,0.023,0.676,33760,0.366,10.84,0.257,0.636,0.03,1759,0,0,5.042,15.4,7.676,-0.014,0.038,2466,-0.014,0.656,0.094,0.275,0.007,0.008,0.01,0.008,2.063,0.862,0.001,0.154,0.075,0.591,-98.89090729,45.33486938
26701,Bemidji,0.095286883,MN,101639,0,0.317,0.027,0.027,0.025,0.449,31567,0.395,9.319,0.302,0.577,0.021,2723,2.5,17.286,7.145,16.5,4.087,0.006,0.039,2810,0.074,0.635,0.11,0.506,0.006,0.018,0.017,0.014,1.443,0.564,0.001,0.211,0.087,0.57,-95.27794647,47.46465683
26702,Grafton,0.232558146,ND,31090,0,0.072,0.013,0.012,0.012,0.582,34409,0.337,9.879,0.238,0.659,0.026,2180,3.44,0,5.561,15.5,8.881,-0.026,0.032,13175,NA,0.617,0.112,0.059,0.007,0.007,0.012,0.026,2.415,0.876,0,0.124,0.067,0.617,-97.40125275,48.46412659
26703,Thief River Falls,0.178756475,MN,28038,0,0.067,0.01,0.007,0.012,0.534,32095,0.336,9.085,0.245,0.672,0.022,3713,2.5,17.286,6.982,15.6,9.516,-0.032,0.071,2427,-0.091,0.648,0.174,0.287,0.006,0.01,0.013,0.016,2.338,0.826,0,0.164,0.077,0.589,-96.72994995,48.21841431
26704,Grand Forks,0.127949178,ND,108213,1,0.077,0.054,0.052,0.056,0.613,31651,0.333,10.207,0.231,0.64,0.022,2039,3.44,0,5.709,16.8,8.004,-0.017,0.028,2733,0.094,0.68,0.074,0.168,0.006,0.019,0.024,0.027,1.612,0.674,0.001,0.181,0.074,0.532,-96.84928131,47.63110352
26801,Fargo,0.135817304,ND,206945,1,0.056,0.065,0.056,0.074,0.518,34085,0.365,11.083,0.254,0.597,0.02,2263,3.44,0,6.269,17.2,6.018,-0.014,0.024,2686,0.054,0.721,0.096,0.151,0.006,0.023,0.02,0.027,1.8,0.624,0.001,0.171,0.08,0.533,-96.80470276,46.78217697
26802,Lisbon,0.235294119,ND,16013,0,0.015,0.018,0.017,0.014,0.606,35168,0.268,6.895,0.199,0.699,0.021,1429,3.44,0,4.879,17.3,10.804,-0.031,0.062,5700,0.137,0.647,0.192,0.318,0.007,0.01,0.014,0.011,2.606,0.882,0,0.1,0.07,0.626,-97.9004364,46.16109848
26803,Jamestown,0.224056602,ND,38384,0,0.04,0.023,0.024,0.021,0.667,32842,0.329,8.37,0.245,0.648,0.02,1406,3.44,0,5.257,16.4,10.253,-0.034,0.052,5551,0.092,0.631,0.104,0.399,0.007,0.01,0.013,0.01,2.26,0.755,0,0.156,0.081,0.571,-98.5546875,46.85998535
26804,Cooperstown,NA,ND,2754,0,0.039,0.001,0.001,0.001,0.615,34890,0.403,NA,NA,NA,0.025,1392,3.44,0,6.071,13.7,NA,NA,NA,NA,NA,0.583,0.093,1.673,NA,0.006,0.008,0.009,2.695,0.746,0,0.086,0.047,0.638,-98.23176575,47.39917374
26901,Fergus Falls,0.152307689,MN,117558,0,0.095,0.017,0.02,0.016,0.526,36094,0.335,8.518,0.25,0.648,0.019,2972,2.5,17.286,6.713,16.9,15.814,-0.003,0.026,3215,0.063,0.637,0.148,0.436,0.007,0.017,0.015,0.015,2.729,0.731,0.001,0.136,0.072,0.608,-95.80510712,45.92772293
26902,Little Falls,0.164556965,MN,69851,0,0.058,0.014,0.013,0.015,0.435,31851,0.308,6.947,0.239,0.659,0.017,2770,2.5,17.286,7.227,17.4,7.154,-0.019,NA,NA,NA,0.643,0.195,0.876,0.006,0.023,0.021,0.013,1.556,0.667,0.001,0.145,0.079,0.602,-94.59442139,46.23093414
27001,O'Neill,0.189349115,NE,14875,0,0.022,0.005,0.003,0.007,0.653,31084,0.296,6.285,0.234,0.628,0.024,1668,1.72,0,8.565,12,10.016,-0.033,NA,NA,NA,0.654,0.033,0.013,0.006,0.004,0.005,0.007,1.311,0.688,0,0.097,0.06,0.649,-98.70926666,42.44371033
27002,Ord,0.239234448,NE,9975,0,0.025,0.002,0.003,0.003,0.658,31042,0.362,6.536,0.296,0.597,0.032,2684,1.72,0,6.896,11.9,9.69,-0.034,NA,NA,NA,0.63,0.037,0.082,0.006,0,0.006,0.008,0.837,0.822,0,0.109,0.065,0.636,-99.01965332,41.7120285
27003,Ainsworth,0.192052975,NE,6264,0,0.039,0.005,0.004,0.007,0.67,30825,0.291,5.895,0.232,0.571,0.032,2817,1.72,0,6.274,11.6,0.131,NA,NA,NA,NA,0.635,0.038,1.279,0.007,NA,NA,0.008,1.548,0.545,0,0.137,0.076,0.639,-99.70069122,42.55544662
27004,Winner,0.139285713,SD,11222,0,0.034,0.005,0,0.006,0.673,29623,0.346,7.011,0.276,0.586,0.027,1773,0,0,4.964,14.8,16.809,-0.019,NA,NA,NA,0.627,0.014,0.213,0.007,0.001,0.006,0.005,1.978,0.705,0.001,0.122,0.071,0.6,-99.58708954,43.48690033
27005,Yankton,0.171200007,SD,47901,0,0.148,0.017,0.012,0.016,0.583,31086,0.309,6.798,0.241,0.67,0.025,1860,0,0,6.307,16.2,8.914,-0.017,0.021,9710,0.071,0.636,0.142,1.58,0.007,0.007,0.012,0.011,1.31,0.769,0.001,0.138,0.068,0.619,-97.76850891,42.81324005
27006,Mitchell,0.133819953,SD,27613,0,0.032,0.007,0.007,0.009,0.641,33753,0.396,13.422,0.261,0.639,0.03,1673,0,0,5.252,14.8,15.04,-0.03,0.072,4330,0.337,0.667,0.133,1.86,0.007,0.013,0.015,0.01,2.059,0.787,0.001,0.151,0.077,0.587,-98.23804474,43.71949005
27007,Huron,0.120481931,SD,19318,0,0.041,0.008,0.008,0.006,0.67,35617,0.329,8.42,0.245,0.649,0.026,1636,0,0,5.12,15.5,7.178,-0.01,0.052,7200,NA,0.649,0.124,0.073,0.007,0.009,0.02,0.01,3.55,0.751,0,0.165,0.091,0.594,-98.40640259,44.23934937
27008,Parkston,0.157107234,SD,20883,0,0.333,0.012,0.013,0.006,0.613,29594,0.34,8.575,0.254,0.631,0.028,1539,0,0,4.736,14.1,6.127,-0.027,NA,NA,NA,0.599,0.066,0.061,0.007,0.007,0.009,0.007,2.774,0.903,0.001,0.14,0.055,0.608,-98.4186554,43.17985535
27009,Chamberlain,0.080419578,SD,11291,0,0.554,0.056,0.068,0.039,0.6,26746,0.374,7.207,0.302,0.569,0.025,1366,0,0,5.188,13.2,13.686,-0.019,NA,NA,NA,0.643,0.023,0.048,0.007,0.003,0.005,0.005,0.682,0.696,0.001,0.242,0.081,0.531,-99.73162079,43.84754181
27010,Miller,0.315068483,SD,5412,0,0.353,0.01,0.012,0.013,0.697,39611,0.267,NA,NA,NA,0.035,1977,0,0,5.358,14.3,NA,NA,NA,NA,NA,0.625,0.022,0.011,NA,0.004,0,0.009,3.375,0.722,0,0.111,0.063,0.605,-99.27758026,44.53313446
27011,Pierre,0.092436977,SD,20809,0,0.079,0.016,0.014,0.017,0.767,38653,0.344,7.779,0.266,0.609,0.027,1943,0,0,5.099,17.7,8.612,0.007,NA,NA,NA,0.739,0.015,0.021,0.008,0.012,0.013,0.012,5.266,0.699,0.001,0.184,0.098,0.616,-100.4342804,44.53273392
27012,Gettysburg,0.326530606,SD,2693,0,0,0,0,0,0.729,37190,0.3,NA,NA,NA,0.03,1832,0,0,6.693,14.2,NA,NA,NA,NA,NA,0.614,0.047,0.052,NA,0,0.006,0.004,4.555,1.158,0,0.084,0.074,0.655,-100.1954651,45.0510025
27101,Willmar,0.124713957,MN,85394,0,0.181,0.024,0.022,0.025,0.549,35795,0.313,7.697,0.236,0.659,0.018,3638,2.5,17.286,7.863,16.5,5.464,-0.012,0.023,2232,0.046,0.654,0.158,2.415,0.007,0.01,0.012,0.025,2.626,0.844,0.001,0.148,0.074,0.595,-95.79323578,45.02997589
27102,Marshall,0.153061226,MN,51470,0,0.089,0.017,0.012,0.02,0.621,34330,0.331,9.09,0.24,0.661,0.02,3783,2.5,17.286,6.325,16.3,11.332,-0.017,0.019,2790,0.029,0.688,0.175,0.729,0.007,0.009,0.014,0.027,2.843,0.808,0,0.135,0.055,0.608,-96.11171722,44.14323044
27201,Sioux Center,0.230769232,IA,58454,0,0.047,0.007,0.005,0.006,0.629,32542,0.33,13.264,0.198,0.734,0.023,2097,2.86,3.714,6.003,14.9,10.514,-0.031,0.051,10233,0.195,0.69,0.188,1.407,0.007,0.008,0.01,0.023,2.82,0.928,0.001,0.082,0.042,0.634,-96.31761169,43.20659637
27202,Worthington,0.140293643,MN,60435,0,0.193,0.01,0.006,0.01,0.589,34678,0.271,6.866,0.202,0.713,0.02,3025,2.5,17.286,6.848,15.9,8.616,-0.018,NA,NA,NA,0.653,0.193,0.322,0.007,0.004,0.01,0.043,2.813,0.864,0.001,0.132,0.059,0.627,-95.44126892,43.78089905
27301,Spencer,0.185007975,IA,61106,0,0.021,0.012,0.009,0.013,0.598,38061,0.37,12.545,0.245,0.684,0.026,2689,2.86,3.714,6.271,14.6,9.503,-0.033,NA,NA,NA,0.657,0.186,0.783,0.008,0.008,0.01,0.011,1.821,0.781,0,0.147,0.077,0.612,-94.70322418,43.20801163
27302,Fairmont,0.128712878,MN,49010,0,0.052,0.017,0.021,0.013,0.576,35648,0.294,7.086,0.223,0.695,0.022,3270,2.5,17.286,7.665,15.3,9.026,-0.013,0.02,2016,0.058,0.648,0.207,1.774,0.007,0.009,0.012,0.016,2.86,0.878,0.001,0.157,0.073,0.608,-94.34890747,43.57031631
27401,Storm Lake,0.173431739,IA,52812,0,0.217,0.008,0.007,0.01,0.614,34279,0.318,8.244,0.235,0.692,0.023,1936,2.86,3.714,6.03,13.6,4.72,-0.033,0.019,17176,0.206,0.644,0.19,0.705,0.007,0.007,0.011,0.053,2.078,0.741,0,0.146,0.069,0.597,-95.32562256,42.50638962
27402,Fort Dodge,0.130044848,IA,101165,0,0.109,0.019,0.015,0.021,0.572,35646,0.33,10.56,0.224,0.668,0.027,2322,2.86,3.714,6.203,14.2,4.168,-0.022,0.01,1830,0.014,0.627,0.184,0.712,0.007,0.006,0.009,0.018,2.08,0.719,0.002,0.174,0.091,0.588,-94.18214417,42.47451782
27501,Des Moines,0.091024824,IA,595842,1,0.175,0.076,0.068,0.087,0.384,40108,0.391,13.556,0.255,0.538,0.026,2490,2.86,3.714,6.405,15.9,1.707,-0.006,0.017,4899,0.09,0.722,0.092,0.27,0.007,0.019,0.015,0.051,1.595,0.483,0.001,0.182,0.098,0.564,-93.92951202,41.60398483
27502,Creston,0.124513619,IA,35600,0,0.068,0.012,0.01,0.013,0.556,31082,0.324,8.285,0.241,0.661,0.027,2736,2.86,3.714,6.49,13.4,4.511,-0.018,0.056,6668,0.123,0.649,0.172,1.868,0.006,0.013,0.013,0.016,1.415,0.478,0.001,0.185,0.091,0.599,-94.00727844,40.87550354
27503,Atlantic,0.151583716,IA,34687,0,0.015,0.01,0.007,0.016,0.557,35644,0.315,8.047,0.235,0.666,0.025,2557,2.86,3.714,6.166,14.5,9.915,-0.032,NA,NA,NA,0.659,0.131,0.256,0.007,0.01,0.012,0.007,1.971,0.768,0.001,0.154,0.074,0.642,-95.06052399,41.53104401
27504,Carroll,0.167235494,IA,48729,0,0.178,0.01,0.005,0.014,0.611,34862,0.299,6.69,0.232,0.683,0.025,2694,2.86,3.714,6.048,14.1,6.525,-0.027,NA,NA,NA,0.658,0.168,0.313,0.007,0.01,0.013,0.026,2.376,0.784,0,0.149,0.071,0.604,-94.89144135,42.0172081
27601,Rapid City,0.093032956,SD,158442,1,0.08,0.053,0.05,0.058,0.484,33201,0.39,10.24,0.287,0.617,0.029,1719,0,0,4.695,16.8,0.755,0.012,0.025,3265,-0.05,0.688,0.079,0.628,0.007,0.012,0.013,0.017,0.744,0.542,0.001,0.216,0.111,0.576,-102.9856949,43.95537567
27602,Eagle Butte,0.05111821,SD,8491,0,0.177,0.034,0.033,0.019,0.578,18546,0.317,5.469,0.262,0.475,0.016,1574,0,0,6.721,16.1,0.729,0.064,0.118,2940,NA,0.578,0.018,0.019,0.005,0.004,0.008,0.005,-0.009,0.528,0.002,0.322,0.124,0.422,-100.9490509,44.87100601
27603,Southwest Jackson UT,0.110344827,SD,5126,0,0.441,0.039,0.041,0.024,0.669,26268,0.296,7.437,0.222,0.623,0.029,1560,0,0,5.023,12.8,11.09,-0.042,NA,NA,NA,0.619,0.046,0.207,0.007,0,0.009,0.008,1.482,0.609,0.001,0.19,0.066,0.562,-101.5664139,44.20991898
27604,Murdo,NA,SD,1193,0,0,0,0,0,0.715,30669,0.309,NA,NA,NA,0.036,1775,0,0,4.161,15.4,NA,NA,NA,NA,NA,0.708,0.017,0.001,NA,NA,NA,0,1.618,0.618,0.001,0.137,0.107,0.562,-100.7110443,43.79824066
27605,Mission,0.024253732,SD,11133,0,0.102,0.003,0.001,0.003,0.465,17598,0.381,5.522,0.326,0.379,0.012,2285,0,0,5.546,13.9,-30.399,NA,0.09,1632,-0.083,0.587,0.014,0,0.005,0.008,0.006,0.006,0.035,0.551,0,0.391,0.138,0.373,-100.7022629,43.67805862
27701,Scottsbluff,0.119402982,NE,65903,0,0.115,0.019,0.013,0.02,0.642,33192,0.346,6.759,0.279,0.605,0.024,2251,1.72,0,5.664,15.8,-1.08,0.006,0.03,1677,-0.063,0.65,0.065,0.271,0.006,0.009,0.01,0.035,1.136,0.532,0.001,0.203,0.097,0.591,-103.2371445,42.10224152
27702,Cheyenne,0.095637582,WY,95526,1,0.064,0.056,0.043,0.072,0.564,34425,0.366,9.978,0.266,0.591,0.017,3061,0,0,5.823,16.4,2.301,0.009,0.01,1128,-0.248,0.664,0.055,0.284,0.006,0.028,0.027,0.026,0.876,0.5,0.001,0.199,0.125,0.583,-103.619278,41.22678757
27703,Torrington,0.171581775,WY,21345,0,0.025,0.008,0.011,0.005,0.624,31966,0.324,5.398,0.27,0.618,0.02,3131,0,0,6.934,12.6,8.823,-0.003,0.047,1128,-0.019,0.637,0.039,0.066,0.006,0.012,0.021,0.017,0.935,0.411,0.001,0.163,0.105,0.616,-104.7554169,42.07083511
27704,Gordon,0.031948883,SD,22238,0,0.486,0.034,0.046,0.019,0.588,19815,0.334,6.245,0.271,0.495,0.017,1751,0,0,6.731,13.9,-19.811,-0.006,0.045,1560,-0.277,0.57,0.019,0.157,0.005,0.009,0.01,0.007,-0.153,0.454,0.001,0.318,0.095,0.454,-102.4207916,42.97958755
27801,Virginia Beach,0.151607961,NE,56990,0,0.108,0.028,0.021,0.039,0.614,31600,0.331,11.685,0.214,0.665,0.025,2142,1.72,0,6.382,15.1,9.922,-0.022,0.035,1621,0.055,0.686,0.176,0.301,0.007,0.013,0.017,0.037,1.106,0.756,0,0.153,0.071,0.605,-97.60464478,42.04076004
27802,Columbus,0.169184297,NE,61167,0,0.212,0.012,0.01,0.017,0.581,34258,0.279,7.077,0.208,0.712,0.023,11529,1.72,0,6.299,14.7,4.493,-0.012,NA,NA,NA,0.689,0.271,0.803,0.007,0.008,0.015,0.055,0.982,0.751,0,0.131,0.062,0.629,-97.66253662,41.45363617
27901,Hastings,0.111111112,NE,42251,0,0.059,0.041,0.047,0.036,0.599,34343,0.375,12.631,0.248,0.641,0.039,3668,1.72,0,7.202,14.1,0.591,-0.015,0.024,12396,0.211,0.666,0.147,0.323,0.008,0.008,0.01,0.038,1.596,0.645,0,0.16,0.078,0.594,-98.40055847,40.37082291
27902,York,0.186813191,NE,26871,0,0.037,0.004,0.003,0.002,0.628,35524,0.304,7.531,0.228,0.683,0.032,2505,1.72,0,7.759,13,5.696,-0.03,0.037,8200,0.057,0.654,0.116,0.104,0.008,0.013,0.014,0.012,2.329,0.695,0.001,0.115,0.068,0.639,-97.60134125,41.03922272
27903,Grand Island,0.142099679,NE,77708,1,0.15,0.032,0.023,0.037,0.561,33160,0.355,10.709,0.248,0.653,0.026,2479,1.72,0,7.078,15.5,-1.948,0.003,0.013,1320,-0.102,0.691,0.168,0.284,0.008,0.013,0.016,0.06,1.308,0.802,0.002,0.172,0.089,0.616,-98.08049011,41.15071869
28001,Sioux City,0.112523541,IA,187773,1,0.2,0.044,0.037,0.052,0.454,35655,0.381,10.997,0.271,0.615,0.025,2173,2.86,3.714,5.613,15.9,-0.747,0.003,0.032,5084,0.036,0.689,0.215,0.358,0.007,0.007,0.014,0.062,1.267,0.597,0.002,0.186,0.088,0.568,-96.45620728,42.41978073
28002,West Point,0.100386098,NE,25165,0,0.36,0.007,0.009,0.005,0.551,32028,0.315,6.198,0.253,0.663,0.027,2508,1.72,0,5.889,13.2,6.98,0.003,0.079,1807,-0.227,0.645,0.136,0.118,0.006,0.014,0.017,0.024,1.341,0.723,0,0.177,0.072,0.608,-96.39584351,41.96702194
28101,Lincoln,0.091316752,NE,311956,1,0.094,0.095,0.088,0.109,0.434,35973,0.376,14.437,0.231,0.586,0.027,2960,1.72,0,6.915,15.1,-1.788,0.012,0.022,4557,0.082,0.72,0.131,0.452,0.007,0.02,0.021,0.048,1.659,0.496,0.001,0.187,0.09,0.537,-96.87757874,40.51989746
